,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
46,Baghdad,Iraq,2016-08-08,NULL,2016-08-08,ICEWS24823992,"With the new arrivals, Iraq has now eight F16s in service, out of 36 fighter jets the U.S. agreed to sell to Baghdad.",Express intent to cooperate economically,Iraq receives a new batch of F-16 fighter jets from US,"(2016, 32, 3)",5.2,33.3406,44.4009,8,Muhafazat Baghdad,Associated Press Newswires,5,Factiva,United States,United States,NULL,41887186,Iraq,Iraq,NULL,2016
47,Baghdad,Iraq,2016-08-08,NULL,2016-08-08,ICEWS24824087,"Iraqi Defence Minister Khaled al-Obeidi has announced that the Mosul operation will take place soon, Baghdad-based, pro-Kurds Shafaq News website reported on 8 August.",Make statement,Iraqi defence minister says Mosul offensive to start soon,"(2016, 32, 3)",0,33.3406,44.4009,8,Muhafazat Baghdad,BBC Monitoring Middle East,2,Factiva,Iraq,Khaled al-Obeidi,"Government,Defense / Security Ministry,Executive",41887266,Iraq,Iraq,NULL,2016
48,Makhmur,Iraq,2016-08-08,NULL,2016-08-08,ICEWS24824088,"Obeidi, accompanied by military commanders, arrived this morning in the Nineveh Operations Command centre in Makhmur city near Erbil.",Make a visit,Iraqi defence minister says Mosul offensive to start soon,"(2016, 32, 3)",1.9,-12.7333,45.1333,8,Muhafazat Ninawa,BBC Monitoring Middle East,5,Factiva,Iraq,Khaled al-Obeidi,"Government,Defense / Security Ministry,Executive",41887266,Iraq,Iraq,NULL,2016
49,Makhmur,Iraq,2016-08-08,NULL,2016-08-08,ICEWS24824089,"Obeidi, accompanied by military commanders, arrived this morning in the Nineveh Operations Command centre in Makhmur city near Erbil.",Host a visit,Iraqi defence minister says Mosul offensive to start soon,"(2016, 32, 3)",2.8,-12.7333,45.1333,8,Muhafazat Ninawa,BBC Monitoring Middle East,5,Factiva,Iraq,Iraq,NULL,41887266,Iraq,Khaled al-Obeidi,"Government,Defense / Security Ministry,Executive",2016
56,Baghdad,Iraq,2016-08-08,NULL,2016-08-08,ICEWS24824289,"BAGHDAD, Aug 8 (Reuters) - As Iraqi forces prepare to attack Islamic State in its de facto capital of Mosul, residents inside the city and others who have managed to escape expressed relief at the prospect their home could be liberated from the extremist group's harsh rule.",Threaten with military force,"Iraq's Mosul residents feel relief, anxiety as 'liberation' nears","(2016, 32, 3)",-7,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,1,Factiva,Iraq,Military (Iraq),"Military,Government",41887729,Iraq,Islamic (Iraq),"Social,International Religious,National Religious,Muslim",2016
57,Cairo,Egypt,2016-08-08,NULL,2016-08-08,ICEWS24824317,"According to the papers, the International Monetary Fund has rejected Egyptian requests for a delay or a staggered implementation of some of the proposed reforms.",Reject,Reports: Egypt has proposed 18-month reform program to IMF,"(2016, 32, 3)",-4,30.0626,31.2497,8,Muhafazat al Qahirah,Associated Press Newswires,3,Factiva,NULL,International Monetary Fund,"Global,International Government Organization,Global Economic/Financial/Trade IGOs",41887810,Egypt,Egypt,NULL,2016
58,Al Fallujah,Iraq,2016-08-08,NULL,2016-08-08,ICEWS24824155,"Iraqi forces have retaken the cities of Tikrit, Ramadi and Fallujah and have now set their sights on ousting IS from Nineveh province and its capital Mosul, the country's second city.",Use unconventional violence,Two years of anti-IS strikes in numbers,"(2016, 32, 3)",-9,33.3558,43.7861,8,Muhafazat al Anbar,Agence France-Presse,4,Factiva,Iraq,Military (Iraq),"Military,Government",41887815,Iraq,Iraq,NULL,2016
59,NULL,Iraq,2016-08-08,NULL,2016-08-08,ICEWS24824261,"In the message, al-Barnawi lambasts Shekau, accusing him of living in luxury while women and children starve.",Criticize or denounce,Who's Running Boko Haram? [analysis],"(2016, 32, 3)",-2,33.3406,44.4009,8,NULL,All Africa,6,Factiva,Nigeria,Boko Haram,"International Religious,Dissident,Insurgents,Muslim",41887846,Iraq,Abubakar Shekau,"Ideological,International Religious,Insurgents,Dissident,Sunni,Muslim,Fundamentalist",2016
60,Baghdad,Iraq,2016-08-08,NULL,2016-08-08,ICEWS24824369,"BAGHDAD (Reuters) - As Iraqi forces prepare to attack Islamic State in its de facto capital of Mosul, residents inside the city and others who have managed to escape expressed relief at the prospect their home could be liberated from the extremist group's harsh rule.",Threaten with military force,"Iraq's Mosul residents feel relief, anxiety as 'liberation' nears","(2016, 32, 3)",-7,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,1,Factiva,Iraq,Military (Iraq),"Military,Government",41887922,Iraq,Islamic (Iraq),"Social,International Religious,National Religious,Muslim",2016
61,Baghdad,Iraq,2016-08-08,NULL,2016-08-08,ICEWS24824169,"BAGHDAD: As Iraqi forces prepare to attack Islamic State in its de facto capital of Mosul, residents inside the city and others who have managed to escape expressed relief at the prospect their home could be liberated from the extremist group's harsh rule.",Threaten with military force,"Iraq's Mosul residents feel relief, anxiety as 'liberation' nears","(2016, 32, 3)",-7,33.3406,44.4009,8,Muhafazat Baghdad,Channel NewsAsia,1,Factiva,Iraq,Military (Iraq),"Military,Government",41887952,Iraq,Islamic (Iraq),"Social,International Religious,National Religious,Muslim",2016
