,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
10,Amman,Jordan,2018-01-09,NULL,2018-01-09,ICEWS28432067,"He will meet with Egyptian President Abdel Fattah al-Sisi on January 20, then with Jordan's King Abdullah II in Amman on January 21, before spending two days in Israel.",Express intent to meet or negotiate,Dates set for Pence visit,"(2018, 2, 3)",4,31.9552,35.945,1,Muhafazat `Amman,The Jerusalem Post,2,Factiva,United States,Mike Pence,"Local,Parties,Provincial,(National) Major Party,Executive,Executive Office,Government,Ideological,Legislative / Parliamentary,Lower House,Center Right",46310698,Egypt,Abdel Fattah Al-Sisi,"Executive,Government,Executive Office,Sunni,Elite,International Religious",2018
11,Amman,Jordan,2018-01-09,NULL,2018-01-09,ICEWS28432068,"He will meet with Egyptian President Abdel Fattah al-Sisi on January 20, then with Jordan's King Abdullah II in Amman on January 21, before spending two days in Israel.",Express intent to meet or negotiate,Dates set for Pence visit,"(2018, 2, 3)",4,31.9552,35.945,1,Muhafazat `Amman,The Jerusalem Post,2,Factiva,United States,Mike Pence,"Local,Parties,Provincial,(National) Major Party,Executive,Executive Office,Government,Ideological,Legislative / Parliamentary,Lower House,Center Right",46310698,Jordan,Abdullah II of Jordan,"Government,Executive Office,Elite,Executive",2018
12,Amman,Jordan,2018-01-09,NULL,2018-01-09,ICEWS28432069,"A senior administration official said Pence will meet with both Prime Minister Netanyahu and with President Reuven Rivlin during his visit, which will focus on Iran policy, counterterrorism and US efforts to protect religious minorities throughout the region.",Express intent to meet or negotiate,Dates set for Pence visit,"(2018, 2, 3)",4,31.9552,35.945,1,Muhafazat `Amman,The Jerusalem Post,3,Factiva,United States,Mike Pence,"Local,Parties,Provincial,(National) Major Party,Executive,Executive Office,Government,Ideological,Legislative / Parliamentary,Lower House,Center Right",46310698,Israel,Benjamin Netanyahu,"(National) Major Party,Executive,Parties,Ideological,Center Right,Elite,International Ethnic,Jews,Foreign Ministry,Executive Office,Government",2018
13,Amman,Jordan,2018-01-09,NULL,2018-01-09,ICEWS28432070,"A senior administration official said Pence will meet with both Prime Minister Netanyahu and with President Reuven Rivlin during his visit, which will focus on Iran policy, counterterrorism and US efforts to protect religious minorities throughout the region.",Express intent to meet or negotiate,Dates set for Pence visit,"(2018, 2, 3)",4,31.9552,35.945,1,Muhafazat `Amman,The Jerusalem Post,3,Factiva,United States,Mike Pence,"Local,Parties,Provincial,(National) Major Party,Executive,Executive Office,Government,Ideological,Legislative / Parliamentary,Lower House,Center Right",46310698,Israel,Reuven Rivlin,"Executive,Elite,Executive Office,Government",2018
19,Damascus,Syria,2018-01-10,NULL,2018-01-10,ICEWS28432073,"Coming just hours after Syria accused Israel of three early morning strikes against a military installation northeast of Damascus, his comments carried additional weight.",Accuse,The message behind Israeli action in Syria,"(2018, 2, 3)",-2,33.5102,36.2913,1,Dimashq,The Jerusalem Post,2,Factiva,Syria,Syria,NULL,46310647,Israel,Israel,NULL,2018
20,Damascus,Syria,2018-01-10,NULL,2018-01-10,ICEWS28431820,"The Israel Air Force struck Syrian military positions east of Damascus in a series of overnight raids, the Syrian Army said on Tuesday.",Use conventional military force,Syrian Army reports Israel strike overnight on targets near Damascus. IDF also said to have fired missiles from Golan and near Tiberias,"(2018, 2, 3)",-10,33.5102,36.2913,1,Dimashq,The Jerusalem Post,1,Factiva,Israel,Air Force (Israel),"Military,Air Force,Government",46310657,Syria,Syria,NULL,2018
39,Halba,Lebanon,2018-01-14,NULL,2018-01-14,ICEWS28430947,"'Some seem to be bothered by these reforms because they provide rights to the voters, but also to the regions,' said Mr.",Accede to demands for rights,Législatives : tournée de Bassil dans le Akkar,"(2018, 2, 3)",5,34.5428,36.0797,1,Mohafazat Aakkar,L' Orient-Le Jour,6,Factiva,Lebanon,Citizen (Lebanon),"Social,General Population / Civilian / Social",46307957,Lebanon,Lebanon,NULL,2018
74,Riyadh,Saudi Arabia,2018-01-15,NULL,2018-01-15,ICEWS28430999,"On Monday, an employee at the office taking bookings for the hotel, who declined to be named, told Reuters by telephone that bookings by the public would be accepted from Feb. 14.",Discuss by telephone,Saudi hotel to reopen after being used as prison in corruption purge,"(2018, 3, 3)",1,24.6877,46.7219,1,Mintaqat ar Riyad,Reuters News,4,Factiva,United Kingdom,Reuters,"Media,News,Social",46307743,Saudi Arabia,Employee (Saudi Arabia),"Social,Labor",2018
75,Riyadh,Saudi Arabia,2018-01-15,NULL,2018-01-15,ICEWS28431000,"On Monday, an employee at the office taking bookings for the hotel, who declined to be named, told Reuters by telephone that bookings by the public would be accepted from Feb. 14.",Discuss by telephone,Saudi hotel to reopen after being used as prison in corruption purge,"(2018, 3, 3)",1,24.6877,46.7219,1,Mintaqat ar Riyad,Reuters News,4,Factiva,Saudi Arabia,Employee (Saudi Arabia),"Social,Labor",46307743,United Kingdom,Reuters,"Media,News,Social",2018
76,Baghdad,Iraq,2018-01-15,NULL,2018-01-15,ICEWS28431035,"Russia is well-positioned to organize and mediate such negotiations, as it has maintained good diplomatic and trade relations with the KRG and Iraq, with a number of defense and oil deals signed throughout 2017.",Engage in diplomatic cooperation,Iraqi Kurdistan's Government Wants Russia To Help Solve Independence Crisis,"(2018, 3, 3)",3.5,33.3406,44.4009,1,Muhafazat Baghdad,Unknown,5,Factiva,Russian Federation,Russia,NULL,46307800,Iraq,Iraq,NULL,2018
