,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
1,NULL,Bahrain,2016-12-09,NULL,2016-12-09,ICEWS25311994,CAIRO - Last week's Gulf Cooperation Council (GCC) summit in Bahrain provides an eye-popping glimpse into the shifting sands of Middle East politics in the wake of Donald Trump's victory.,Host a visit,Gulf States hope to coordinate after Trump's election,"(2016, 49, 3)",2.8,26.2154,50.5832,12,NULL,The Jerusalem Post,1,Factiva,Bahrain,Bahrain,NULL,43075164,NULL,Gulf Cooperation Council,"International Government Organization,Regional,Regional Diplomatic IGOs",2016
2,NULL,Bahrain,2016-12-09,NULL,2016-12-09,ICEWS25311995,CAIRO - Last week's Gulf Cooperation Council (GCC) summit in Bahrain provides an eye-popping glimpse into the shifting sands of Middle East politics in the wake of Donald Trump's victory.,Make a visit,Gulf States hope to coordinate after Trump's election,"(2016, 49, 3)",1.9,26.2154,50.5832,12,NULL,The Jerusalem Post,1,Factiva,NULL,Gulf Cooperation Council,"International Government Organization,Regional,Regional Diplomatic IGOs",43075164,Bahrain,Bahrain,NULL,2016
13,NULL,Egypt,2016-12-23,NULL,2016-12-23,ICEWS25313367,Egypt asked the United Nations Thursday to 'indefinitely' postpone a vote on a resolution demanding an end Israeli settlement building in Palestinian territories.,Make an appeal or request,UN Vote on Israeli Settlements 'Indefinitely' Postponed.,"(2016, 51, 3)",3,30.0626,31.2497,12,NULL,Israel Faxx,2,Factiva,Egypt,Egypt,NULL,43079292,NULL,United Nations,"International Government Organization,Global Diplomatic IGOs,Global",2016
15,Balad,Iraq,2016-12-23,NULL,2016-12-23,ICEWS25314778,Balad leaders used the same phrase in September when police arrested dozens of party members as part of a campaign financing probe.,"Arrest, detain, or charge with legal action",Ghattas's charges of 'political persecution' have hollow ring among Arabs,"(2016, 51, 3)",-5,34.0149,44.1457,12,Muhafazat Salah ad Din,The Jerusalem Post,2,Factiva,Iraq,Police (Iraq),"Government,Police",43082863,Iraq,Party Member (Iraq),Parties,2016
38,Aleppo,Syria,2016-12-26,NULL,2016-12-26,ICEWS25311594,He added that 'Putin also called on the US and EU countries to join forces against this common enemy of mankind.,Appeal for material cooperation,Moscow's Support for Assad 'Indicates Russia Serious' About Fighting Terrorism,"(2016, 52, 3)",3.4,36.2012,37.1612,12,Muhafazat Halab,Unknown,6,Factiva,Russian Federation,Vladimir Putin,"Executive Office,Government,Ideological,Center Right,Executive,(National) Major Party,Parties,Elite",43073855,United States,United States,NULL,2016
39,Mosul,Iraq,2016-12-26,NULL,2016-12-26,ICEWS25311621,"EAST OF MOSUL, Iraq (Reuters) - Iraqi forces will resume their push against Islamic State inside Mosul in the coming days, a U.S. battlefield commander said, in a new phase of the two-month-old operation that will see American troops deployed closer to the front line in the city.",Mobilize or increase armed forces,Exclusive: Fresh advance in east Mosul to begin within days - U.S. commander,"(2016, 52, 3)",-7.2,36.335,43.1189,12,Muhafazat Ninawa,Reuters News,1,Factiva,United States,Military (United States),"Government,Military",43073925,Iraq,Iraq,NULL,2016
40,Aleppo,Syria,2016-12-26,NULL,2016-12-26,ICEWS25311622,"Syrian authorities have accused rebel fighters of executing 21 civilians, including women and children, at close range as they quit second city Aleppo last week, state media reported.",Use unconventional violence,21 civilians 'executed' by rebels in Aleppo: state media,"(2016, 52, 3)",-9,36.2012,37.1612,12,Muhafazat Halab,Agence France-Presse,1,Factiva,Syria,Combatant (Syria),Unidentified Forces,43073937,Syria,Citizen (Syria),"Social,General Population / Civilian / Social",2016
41,Aleppo,Syria,2016-12-26,NULL,2016-12-26,ICEWS25311623,"Syrian authorities have accused rebel fighters of executing 21 civilians, including women and children, at close range as they quit second city Aleppo last week, state media reported.",Accuse,21 civilians 'executed' by rebels in Aleppo: state media,"(2016, 52, 3)",-2,36.2012,37.1612,12,Muhafazat Halab,Agence France-Presse,1,Factiva,Syria,Other Authorities / Officials (Syria),Government,43073937,Syria,Combatant (Syria),Unidentified Forces,2016
47,Mosul,Iraq,2016-12-26,NULL,2016-12-26,ICEWS25311719,"Iraqi Prime Minister Haider al-Abadi and Moqtada Sadr, the prominent Shia cleric and leader of the Sadrist trend, reaffirmed the importance of 'political unity' and 'unity among all Iraqi components' on 26 December.",Make statement,"Iraqi PM, Sadr urge unity against IS in Mosul","(2016, 52, 3)",0,36.335,43.1189,12,Muhafazat Ninawa,BBC Monitoring Middle East,2,Factiva,Iraq,Haider Al-Abadi,"Parties,(National) Major Party,Legislative / Parliamentary,Fundamentalist,International Religious,Executive,Executive Office,Muslim,Ideological,Government,Lower House,Shia",43074245,Iraq,Muqtada Al-Sadr,"Radicals / Extremists / Fundamentalists,Parties,Ideological,Fundamentalist,International Religious,Dissident,(National) Minor Party,Shia",2016
48,Mosul,Iraq,2016-12-26,NULL,2016-12-26,ICEWS25311720,"Iraqi Prime Minister Haider al-Abadi and Moqtada Sadr, the prominent Shia cleric and leader of the Sadrist trend, reaffirmed the importance of 'political unity' and 'unity among all Iraqi components' on 26 December.",Make statement,"Iraqi PM, Sadr urge unity against IS in Mosul","(2016, 52, 3)",0,36.335,43.1189,12,Muhafazat Ninawa,BBC Monitoring Middle East,2,Factiva,Iraq,Muqtada Al-Sadr,"Radicals / Extremists / Fundamentalists,Parties,Ideological,Fundamentalist,International Religious,Dissident,(National) Minor Party,Shia",43074245,Iraq,Haider Al-Abadi,"Parties,(National) Major Party,Legislative / Parliamentary,Fundamentalist,International Religious,Executive,Executive Office,Muslim,Ideological,Government,Lower House,Shia",2016
