,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
10,NULL,Egypt,2017-04-19,NULL,2017-04-19,ICEWS27513545,"Last Monday, just hours before the onset of Passover, the Prime Minister's Office announced the crossing would be closed to Israelis at least until the end of the holiday because of 'the intensifying activities' of Islamic State-affiliated terrorists in Sinai.",Make statement,Taba crossing to Sinai to stay closed for Israelis,"(2017, 16, 3)",0,29.5,34,4,Sinai Peninsula,The Jerusalem Post,2,Factiva,Egypt,Head of Government (Egypt),"Government,Executive,Executive Office",44085129,Egypt,Egypt,NULL,2017
19,NULL,Lebanon,2017-04-21,NULL,2017-04-21,ICEWS27522264,"Geagea called on the Lebanese government to 'fully shoulder its responsibilities, especially in terms of the proper implementation of Resolution 1701, and to become properly in charge of strategic decisions' and rein in Hezbollah 'to stop this type of behavior.'",Make an appeal or request,Lebanese leader calls Hezbollah media tour a 'strategic mistake'. Terrorist group fighter tells press it's ready to carry out Nasrallah's threats,"(2017, 16, 3)",3,33.8889,35.4944,4,NULL,The Jerusalem Post,6,Factiva,Lebanon,Samir Geagea,"Religious Minority,Social,(National) Minor Party,Military,Far Right,Maronite,Government,International Religious,Ideological,Christian,Parties,National Religious",44106134,Lebanon,Government (Lebanon),Government,2017
31,NULL,Egypt,2017-04-23,NULL,2017-04-23,ICEWS27522138,"The rare decision to close the crossing came as some 20,000 Israelis were expected to visit Sinai during Passover.",Express intent to meet or negotiate,News in brief,"(2017, 16, 3)",4,29.5,34,4,Sinai Peninsula,The Jerusalem Post,3,Factiva,Israel,Citizen (Israel),"Social,General Population / Civilian / Social",44106099,Egypt,Egypt,NULL,2017
32,NULL,Syria,2017-04-23,NULL,2017-04-23,ICEWS27522195,"The army struck positions in Syria over the weekend after projectiles struck the Golan Heights, apparently errant fire from fighting in Syria.",Use conventional military force,IDF strikes positions in Syria following rocket fire,"(2017, 16, 3)",-10,32.9049,35.8073,4,Golan Heights,The Jerusalem Post,1,Factiva,Syria,Military (Syria),"Government,Military",44106108,Syria,Syria,NULL,2017
33,Qunaytira,Syria,2017-04-23,NULL,2017-04-23,ICEWS27522196,"According to Syrian media, Israel struck positions near the city of Quneitra, which lies just a short distance from the border between the two countries.",Use conventional military force,IDF strikes positions in Syria following rocket fire,"(2017, 16, 3)",-10,33.1259,35.8246,4,Muhafazat al Qunaytirah,The Jerusalem Post,4,Factiva,Israel,Israel,NULL,44106108,Syria,Syria,NULL,2017
34,Qunaytira,Syria,2017-04-23,NULL,2017-04-23,ICEWS27522197,"The errant rocket fire is likely from fighting between Hezbollah and regime troops against rebel groups near Ain Ayshaa, Samadiniyah a-Sharkiya and Madinat al-Ba'ath near Quneitra.",Use conventional military force,IDF strikes positions in Syria following rocket fire,"(2017, 16, 3)",-10,33.1259,35.8246,4,Muhafazat al Qunaytirah,The Jerusalem Post,6,Factiva,Lebanon,Hezbollah,"Social,(National) Minor Party,Dissident,International Religious,Ideological,Organized Violent,Far Left,Parties,Shia,National Religious",44106108,Syria,Military (Syria),"Government,Military",2017
35,Qunaytira,Syria,2017-04-23,NULL,2017-04-23,ICEWS27522198,"The errant rocket fire is likely from fighting between Hezbollah and regime troops against rebel groups near Ain Ayshaa, Samadiniyah a-Sharkiya and Madinat al-Ba'ath near Quneitra.",Use conventional military force,IDF strikes positions in Syria following rocket fire,"(2017, 16, 3)",-10,33.1259,35.8246,4,Muhafazat al Qunaytirah,The Jerusalem Post,6,Factiva,Syria,Military (Syria),"Government,Military",44106108,Lebanon,Hezbollah,"Social,(National) Minor Party,Dissident,International Religious,Ideological,Organized Violent,Far Left,Parties,Shia,National Religious",2017
41,Ras Baalbek,Lebanon,2017-04-24,NULL,2017-04-24,ICEWS27512194,Shia Lebanese militia Hezbollah has said that its fighters targeted an Islamic State group (IS) command centre in Lebanon near the Syrian border earlier on 24 April.,Make statement,Hezbollah says it attacked Islamic State militants in Lebanon,"(2017, 17, 3)",0,34.2589,36.4192,4,Mohafazat Baalbek-Hermel,BBC Monitoring Newsfile,2,Factiva,Lebanon,Hezbollah,"International Religious,Ideological,Parties,Organized Violent,Social,National Religious,Shia,Far Left,Dissident,(National) Minor Party",44081745,Lebanon,Combatant (Lebanon),Unidentified Forces,2017
42,Khan Shaykhun,Syria,2017-04-24,NULL,2017-04-24,ICEWS27512205,"On April 4, the National Coalition for Syrian Revolutionary and Opposition Forces blamed the Syrian government for an alleged chemical gas attack in the Khan Shaykhoun area of Idlib.",Accuse,Mogherini Calls for Full OPCW Probe Into Suspected Chemical Attack in Idlib,"(2017, 17, 3)",-2,35.4421,36.651,4,Idlib,Unknown,4,Factiva,Syria,Opposition Force (Syria),"Dissident,Rebel",44081780,Syria,Government (Syria),Government,2017
43,Baghdad,Iraq,2017-04-24,NULL,2017-04-24,ICEWS27512197,A high-ranking Belgian delegation is visiting Iraq for talks on security cooperation and the fight against terrorism.,Make a visit,Belgian delegation visits Iraq for talks on security cooperation,"(2017, 17, 3)",1.9,33.3406,44.4009,4,Muhafazat Baghdad,BBC Monitoring Middle East,2,Factiva,Belgium,Belgium,NULL,44081900,Iraq,Iraq,NULL,2017
44,Baghdad,Iraq,2017-04-24,NULL,2017-04-24,ICEWS27512199,A high-ranking Belgian delegation is visiting Iraq for talks on security cooperation and the fight against terrorism.,Host a visit,Belgian delegation visits Iraq for talks on security cooperation,"(2017, 17, 3)",2.8,33.3406,44.4009,4,Muhafazat Baghdad,BBC Monitoring Middle East,2,Factiva,Iraq,Iraq,NULL,44081900,Belgium,Belgium,NULL,2017
45,Baghdad,Iraq,2017-04-24,NULL,2017-04-24,ICEWS27512198,"The delegation arrived this morning in Baghdad under the chairmanship of Belgian deputy prime minister, Didier Reynders.",Make a visit,Belgian delegation visits Iraq for talks on security cooperation,"(2017, 17, 3)",1.9,33.3406,44.4009,4,Muhafazat Baghdad,BBC Monitoring Middle East,3,Factiva,Belgium,Belgium,NULL,44081900,Iraq,Iraq,NULL,2017
46,Baghdad,Iraq,2017-04-24,NULL,2017-04-24,ICEWS27512200,"The delegation arrived this morning in Baghdad under the chairmanship of Belgian deputy prime minister, Didier Reynders.",Host a visit,Belgian delegation visits Iraq for talks on security cooperation,"(2017, 17, 3)",2.8,33.3406,44.4009,4,Muhafazat Baghdad,BBC Monitoring Middle East,3,Factiva,Iraq,Iraq,NULL,44081900,Belgium,Belgium,NULL,2017
