,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
4,Raqqa,Syria,2017-09-03,NULL,2017-09-03,ICEWS28019497,"With the recapture of the old city, the Kurdish-led Syrian Democratic Forces, backed by U.S. Special Forces on the ground, have taken about 60% of the city of Raqqa and are nearing some of the key infrastructure used by Islamic State that could provide important intelligence on the group.",Cooperate militarily,U.S.-Backed Syrian Forces Retake Old City of Raqqa,"(2017, 35, 3)",7.4,35.9528,39.0079,9,Ar Raqqah,Dow Jones News Service,2,Factiva,United States,Military Personnel - Special (United States),"Government,Military",45302322,Syria,Military (Syria),"Military,Government",2017
40,Damascus,Syria,2017-09-08,NULL,2017-09-08,ICEWS28023162,"The Syrian military research center allegedly struck by Israeli warplanes on Thursday morning could have been targeted because of fears Hezbollah leader Hassan Nasrallah asked Damascus to hand over the facility to his Lebanese Shi'ite terrorist group, a former national security adviser said on Thursday.",Appeal to yield,'Fear of plant takeover by Hezbollah',"(2017, 36, 3)",-0.3,33.5102,36.2913,9,Dimashq,The Jerusalem Post,1,Factiva,Lebanon,Hassan Nasrallah,"Ideological,(National) Minor Party,Dissident,Parties,Social,National Religious,International Religious,Shia,Organized Violent,Far Left",45310812,Syria,Syria,NULL,2017
41,Damascus,Syria,2017-09-08,NULL,2017-09-08,ICEWS28023163,"Yaakov Amidror, an analyst at the Begin-Sadat Center for Strategic Studies in Ramat Gan, the strike on the Al-Tala'i Scientific Studies and Research Center may have been a consequence of Nasrallah's visit to Damascus last week.",Make a visit,'Fear of plant takeover by Hezbollah',"(2017, 36, 3)",1.9,33.5102,36.2913,9,Dimashq,The Jerusalem Post,3,Factiva,Lebanon,Hassan Nasrallah,"Ideological,(National) Minor Party,Dissident,Parties,Social,National Religious,International Religious,Shia,Organized Violent,Far Left",45310812,Syria,Syria,NULL,2017
42,Damascus,Syria,2017-09-08,NULL,2017-09-08,ICEWS28023168,"Yaakov Amidror, an analyst at the Begin-Sadat Center for Strategic Studies in Ramat Gan, the strike on the Al-Tala'i Scientific Studies and Research Center may have been a consequence of Nasrallah's visit to Damascus last week.",Host a visit,'Fear of plant takeover by Hezbollah',"(2017, 36, 3)",2.8,33.5102,36.2913,9,Dimashq,The Jerusalem Post,3,Factiva,Syria,Syria,NULL,45310812,Lebanon,Hassan Nasrallah,"Ideological,(National) Minor Party,Dissident,Parties,Social,National Religious,International Religious,Shia,Organized Violent,Far Left",2017
43,Damascus,Syria,2017-09-08,NULL,2017-09-08,ICEWS28023164,"Nasrallah boasted of his visit to the Syrian capital in a live speech, but according to Amidror - who was speaking on a conference call organized by the Israel Project - it may be more than a case of the facility producing weapon systems for Hezbollah; Nasrallah may have asked the Assad regime to give it to his group.",Make a visit,'Fear of plant takeover by Hezbollah',"(2017, 36, 3)",1.9,33.5102,36.2913,9,Dimashq,The Jerusalem Post,4,Factiva,Lebanon,Hassan Nasrallah,"Ideological,(National) Minor Party,Dissident,Parties,Social,National Religious,International Religious,Shia,Organized Violent,Far Left",45310812,Syria,Syria,NULL,2017
44,Damascus,Syria,2017-09-08,NULL,2017-09-08,ICEWS28023169,"Nasrallah boasted of his visit to the Syrian capital in a live speech, but according to Amidror - who was speaking on a conference call organized by the Israel Project - it may be more than a case of the facility producing weapon systems for Hezbollah; Nasrallah may have asked the Assad regime to give it to his group.",Host a visit,'Fear of plant takeover by Hezbollah',"(2017, 36, 3)",2.8,33.5102,36.2913,9,Dimashq,The Jerusalem Post,4,Factiva,Syria,Syria,NULL,45310812,Lebanon,Hassan Nasrallah,"Ideological,(National) Minor Party,Dissident,Parties,Social,National Religious,International Religious,Shia,Organized Violent,Far Left",2017
45,Deir ez-Zor,Syria,2017-09-08,NULL,2017-09-08,ICEWS28023165,"Noting that Thursday's strike came almost 10 years to the day after the Israeli strike on the Syrian nuclear reactor in Deir Ezzor, Amidror said that it should be clear to Damascus that Israel will not allow Iran or Hezbollah to build up their capabilities because of the 'chaotic mess in Syria.'",Refuse to yield,'Fear of plant takeover by Hezbollah',"(2017, 36, 3)",-4,35.3359,40.1408,9,Dayr az Zawr,The Jerusalem Post,6,Factiva,Israel,Israel,NULL,45310812,Iran,Iran,NULL,2017
46,Deir ez-Zor,Syria,2017-09-08,NULL,2017-09-08,ICEWS28023166,"Noting that Thursday's strike came almost 10 years to the day after the Israeli strike on the Syrian nuclear reactor in Deir Ezzor, Amidror said that it should be clear to Damascus that Israel will not allow Iran or Hezbollah to build up their capabilities because of the 'chaotic mess in Syria.'",Refuse to yield,'Fear of plant takeover by Hezbollah',"(2017, 36, 3)",-4,35.3359,40.1408,9,Dayr az Zawr,The Jerusalem Post,6,Factiva,Israel,Israel,NULL,45310812,Lebanon,Hezbollah,"Ideological,(National) Minor Party,Dissident,Parties,Social,National Religious,International Religious,Shia,Organized Violent,Far Left",2017
47,Deir ez-Zor,Syria,2017-09-08,NULL,2017-09-08,ICEWS28023167,"Noting that Thursday's strike came almost 10 years to the day after the Israeli strike on the Syrian nuclear reactor in Deir Ezzor, Amidror said that it should be clear to Damascus that Israel will not allow Iran or Hezbollah to build up their capabilities because of the 'chaotic mess in Syria.'",Use conventional military force,'Fear of plant takeover by Hezbollah',"(2017, 36, 3)",-10,35.3359,40.1408,9,Dayr az Zawr,The Jerusalem Post,6,Factiva,Israel,Israel,NULL,45310812,Syria,Syria,NULL,2017
48,Damascus,Syria,2017-09-08,NULL,2017-09-08,ICEWS28023084,"His comments on Thursday came just hours after Syria accused the Jewish state of striking an Assad regime military center, believed by analysts to produce and house chemical weapons and advanced precision missiles.",Accuse,Liberman: We will do what is needed to protect our people. Syria accuses Israel of striking military's chemical weapons center,"(2017, 36, 3)",-2,33.5102,36.2913,9,Dimashq,The Jerusalem Post,2,Factiva,Syria,Syria,NULL,45310813,Syria,Citizen (Syria),"General Population / Civilian / Social,Social",2017
