,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
16,Mosul,Iraq,2017-02-19,NULL,2017-02-19,ICEWS25493599,"Nearly 800,000 civilians remain trapped in the city and the UN has expressed concern over their safety.",Make pessimistic comment,NewsGrid - Al Jazeera's interactive news hour,"(2017, 7, 3)",-0.4,36.335,43.1189,2,Muhafazat Ninawa,Al Jazeera English,5,Factiva,NULL,United Nations,"Global,International Government Organization,Global Diplomatic IGOs",43530991,Iraq,Citizen (Iraq),"General Population / Civilian / Social,Social",2017
21,NULL,Syria,2017-02-19,NULL,2017-02-19,ICEWS25500404,"U.N. SYRIA ENVOY SAYS U.S. MUST UNDERSTAND THAT TO DEFEAT ISLAMIC STATE THERE MUST BE AN INCLUSIVE, CREDIBLE POLITICAL SOLUTION IN SYRIA",Make statement,"U.N. SYRIA ENVOY SAYS U.S. MUST UNDERSTAND THAT TO DEFEAT ISLAMIC STATE THERE MUST BE AN INCLUSIVE, CREDIBLE POLITICAL SOLUTION IN SYRIA","(2017, 7, 3)",0,33.5102,36.2913,2,NULL,Reuters News,1,Factiva,Syria,Envoy (Syria),"Foreign Ministry,Executive,Government",43547938,United States,United States,NULL,2017
38,Riyadh,Saudi Arabia,2017-02-20,NULL,2017-02-20,ICEWS25492717,"Ghasemi then turned to relations with Saudi Arabia; “an Iranian delegation will visit Saudi capital of Riyadh this week to discuss prospects of hajj pilgrimage with Saudi officials; the visit is by an official invitation by Saudi sides,” the spokesperson said.",Express intent to meet or negotiate,Iran's patience 'not unlimited' for Turkey's positions,"(2017, 8, 3)",4,24.6877,46.7219,2,Mintaqat ar Riyad,Organisation of Asia-Pacific News Agencies,4,Factiva,Iran,Iran,NULL,43529035,Saudi Arabia,Saudi Arabia,NULL,2017
39,Beirut,Lebanon,2017-02-20,NULL,2017-02-20,ICEWS25492733,"France's far-right leader and presidential candidate Marine Le Pen on Monday met for the first time with a foreign head of state, holding talks in Beirut with Lebanon's President Michel Aoun.",Host a visit,Le Pen in Lebanon holds first head of state meeting,"(2017, 8, 3)",2.8,33.8889,35.4944,2,Beyrouth,Agence France-Presse,1,Factiva,Lebanon,Lebanon,NULL,43529060,France,France,NULL,2017
40,Beirut,Lebanon,2017-02-20,NULL,2017-02-20,ICEWS25492734,"France's far-right leader and presidential candidate Marine Le Pen on Monday met for the first time with a foreign head of state, holding talks in Beirut with Lebanon's President Michel Aoun.",Engage in negotiation,Le Pen in Lebanon holds first head of state meeting,"(2017, 8, 3)",7,33.8889,35.4944,2,Beyrouth,Agence France-Presse,1,Factiva,Lebanon,Michel Aoun,"(National) Minor Party,Ideological,Center Right,Government,Unicameral,Executive Office,Parties,Executive,Legislative / Parliamentary",43529060,Lebanon,Presidential Candidate (Lebanon),Parties,2017
41,Beirut,Lebanon,2017-02-20,NULL,2017-02-20,ICEWS25492735,"France's far-right leader and presidential candidate Marine Le Pen on Monday met for the first time with a foreign head of state, holding talks in Beirut with Lebanon's President Michel Aoun.",Engage in negotiation,Le Pen in Lebanon holds first head of state meeting,"(2017, 8, 3)",7,33.8889,35.4944,2,Beyrouth,Agence France-Presse,1,Factiva,Lebanon,Michel Aoun,"(National) Minor Party,Ideological,Center Right,Government,Unicameral,Executive Office,Parties,Executive,Legislative / Parliamentary",43529060,France,France,NULL,2017
42,Beirut,Lebanon,2017-02-20,NULL,2017-02-20,ICEWS25492736,"France's far-right leader and presidential candidate Marine Le Pen on Monday met for the first time with a foreign head of state, holding talks in Beirut with Lebanon's President Michel Aoun.",Engage in negotiation,Le Pen in Lebanon holds first head of state meeting,"(2017, 8, 3)",7,33.8889,35.4944,2,Beyrouth,Agence France-Presse,1,Factiva,Lebanon,Presidential Candidate (Lebanon),Parties,43529060,France,France,NULL,2017
43,Beirut,Lebanon,2017-02-20,NULL,2017-02-20,ICEWS25492737,"France's far-right leader and presidential candidate Marine Le Pen on Monday met for the first time with a foreign head of state, holding talks in Beirut with Lebanon's President Michel Aoun.",Engage in negotiation,Le Pen in Lebanon holds first head of state meeting,"(2017, 8, 3)",7,33.8889,35.4944,2,Beyrouth,Agence France-Presse,1,Factiva,France,France,NULL,43529060,Lebanon,Presidential Candidate (Lebanon),Parties,2017
44,Beirut,Lebanon,2017-02-20,NULL,2017-02-20,ICEWS25492738,"France's far-right leader and presidential candidate Marine Le Pen on Monday met for the first time with a foreign head of state, holding talks in Beirut with Lebanon's President Michel Aoun.",Engage in negotiation,Le Pen in Lebanon holds first head of state meeting,"(2017, 8, 3)",7,33.8889,35.4944,2,Beyrouth,Agence France-Presse,1,Factiva,Lebanon,Presidential Candidate (Lebanon),Parties,43529060,Lebanon,Michel Aoun,"(National) Minor Party,Ideological,Center Right,Government,Unicameral,Executive Office,Parties,Executive,Legislative / Parliamentary",2017
45,Beirut,Lebanon,2017-02-20,NULL,2017-02-20,ICEWS25492739,"France's far-right leader and presidential candidate Marine Le Pen on Monday met for the first time with a foreign head of state, holding talks in Beirut with Lebanon's President Michel Aoun.",Engage in negotiation,Le Pen in Lebanon holds first head of state meeting,"(2017, 8, 3)",7,33.8889,35.4944,2,Beyrouth,Agence France-Presse,1,Factiva,France,France,NULL,43529060,Lebanon,Michel Aoun,"(National) Minor Party,Ideological,Center Right,Government,Unicameral,Executive Office,Parties,Executive,Legislative / Parliamentary",2017
