,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
2,NULL,Syria,2016-12-29,NULL,2016-12-29,ICEWS25331488,"Since the beginning of the unrest in Syria that has turned into one of the most vicious sectarian wars of the past few decades, the Iranian government has assisted Syrian President Bashar Assad in every way possible.",Provide aid,Unaccompanied refugee minors who were forced to fight in Syria,"(2016, 52, 3)",7,33.5102,36.2913,12,NULL,The Jerusalem Post,1,Factiva,Iran,Government (Iran),Government,43128010,Syria,Bashar al-Assad,"Executive Office,Executive,Shia,Far Right,National Ethnic,National Religious,National Ethnic Minority,(National) Major Party,Parties,Social,Religious Minority,Government,Ideological,International Religious",2016
4,Aleppo,Syria,2016-12-30,NULL,2016-12-30,ICEWS25330693,"Lavrov said on Thursday that that Russia was ready to invite Egypt and later Saudi Arabia, Iraq, Qatar and Jordan to be guarantors.",Make statement,Syrian Opposition Group Wants More Powers to Be Guarantors of New Syria Truce,"(2016, 52, 3)",0,36.2012,37.1612,12,Muhafazat Halab,Unknown,5,Factiva,Russian Federation,Sergey Viktorovich Lavrov,"Executive,Ideological,Parties,Center Right,Government,Cabinet,(National) Major Party,Foreign Ministry",43125799,Russian Federation,Russia,NULL,2016
5,Sinjar,Iraq,2016-12-30,NULL,2016-12-30,ICEWS25330588,"MOSCOW, December 30 (Sputnik) - A leader of the Kurdistan Workers Party (PKK), Murat Karayilan, has promised to withdraw his troops from the Sinjar area in northern Iraq, saying that he will be continuing negotiations with the region's ruling Kurdistan Democratic Party (KDP).",Express intent to meet or negotiate,PKK Leader to Withdraw Forces From Northern Region of Iraq - Statement,"(2016, 52, 3)",4,36.3209,41.8766,12,Muhafazat Ninawa,Unknown,1,Factiva,Turkey,Murat Karayilan,"Dissident,International Ethnic,Kurd (Ethnic Group),Separatists",43126071,Iraq,Kurdistan Democratic Party,"Ideological,Nationalist,International Ethnic,Parties,(National) Minor Party,Kurd (Ethnic Group)",2016
6,Baghdad,Iraq,2016-12-30,NULL,2016-12-30,ICEWS25330586,"BAGHDAD, December 31 (Sputnik) – Iraqi forces have killed 25 commanders and foreign militants in the eastern part of the city of Mosul and started to destroy the defenses of Islamic State (IS, also known as Daesh) terrorists, Iraqi Police Forces’ Commander Raed Shaker Jawdat told Sputnik.",Use conventional military force,Iraqi Forces Weaken Islamic State Defenses on Mosul Eastern Front – Police,"(2016, 52, 3)",-10,33.3406,44.4009,12,Muhafazat Baghdad,Unknown,1,Factiva,Iraq,Military (Iraq),"Government,Military",43126072,NULL,Militant (International),Unidentified Forces,2016
7,NULL,Syria,2016-12-30,NULL,2016-12-30,ICEWS25330497,“The European Union has been among those calling for a new cessation of hostilities in Syria ever since the last one broke down in September.,Demand de-escalation of military engagement,EU Welcomes Ceasefire Agreement on Syria - Foreign Policy Chief,"(2016, 52, 3)",-5,33.5102,36.2913,12,NULL,Unknown,2,Factiva,Syria,Citizen (Syria),"General Population / Civilian / Social,Social",43126078,Syria,Syria,NULL,2016
8,NULL,Syria,2016-12-30,NULL,2016-12-30,ICEWS25330498,“The European Union has been among those calling for a new cessation of hostilities in Syria ever since the last one broke down in September.,Express intent to settle dispute,EU Welcomes Ceasefire Agreement on Syria - Foreign Policy Chief,"(2016, 52, 3)",5,33.5102,36.2913,12,NULL,Unknown,2,Factiva,Syria,Citizen (Syria),"General Population / Civilian / Social,Social",43126078,Syria,Syria,NULL,2016
9,Damascus,Syria,2016-12-30,NULL,2016-12-30,ICEWS25330707,"Kosachev was part of the delegation of Russian lawmakers, which together with members of the European Parliament visited Damascus on Thursday.",Make a visit,Assad Expressed Commitment to Syrian Ceasefire Agreement - Senior Russian Lawmaker,"(2016, 52, 3)",1.9,33.5102,36.2913,12,Dimashq,Unknown,2,Factiva,Russian Federation,Konstantin Kosachev,"Legislative / Parliamentary,Upper House,Government",43126087,Syria,Syria,NULL,2016
10,Damascus,Syria,2016-12-30,NULL,2016-12-30,ICEWS25330710,"Kosachev was part of the delegation of Russian lawmakers, which together with members of the European Parliament visited Damascus on Thursday.",Host a visit,Assad Expressed Commitment to Syrian Ceasefire Agreement - Senior Russian Lawmaker,"(2016, 52, 3)",2.8,33.5102,36.2913,12,Dimashq,Unknown,2,Factiva,Syria,Syria,NULL,43126087,Russian Federation,Konstantin Kosachev,"Legislative / Parliamentary,Upper House,Government",2016
11,Damascus,Syria,2016-12-30,NULL,2016-12-30,ICEWS25330705,"They met with Assad and Syrian lawmakers to discuss recent developments in the Arab country, the anti-terrorism fight and the resumption of interparliamentary ties.",Consult,Assad Expressed Commitment to Syrian Ceasefire Agreement - Senior Russian Lawmaker,"(2016, 52, 3)",1,33.5102,36.2913,12,Dimashq,Unknown,3,Factiva,Russian Federation,Konstantin Kosachev,"Legislative / Parliamentary,Upper House,Government",43126087,Syria,Bashar al-Assad,"Shia,Ideological,Government,Social,National Ethnic Minority,National Religious,Religious Minority,Far Right,Parties,(National) Major Party,Executive Office,National Ethnic,Executive,International Religious",2016
12,Damascus,Syria,2016-12-30,NULL,2016-12-30,ICEWS25330706,"They met with Assad and Syrian lawmakers to discuss recent developments in the Arab country, the anti-terrorism fight and the resumption of interparliamentary ties.",Consult,Assad Expressed Commitment to Syrian Ceasefire Agreement - Senior Russian Lawmaker,"(2016, 52, 3)",1,33.5102,36.2913,12,Dimashq,Unknown,3,Factiva,Russian Federation,Konstantin Kosachev,"Legislative / Parliamentary,Upper House,Government",43126087,Syria,Lawmaker (Syria),"Legislative / Parliamentary,Government",2016
13,Damascus,Syria,2016-12-30,NULL,2016-12-30,ICEWS25330708,"They met with Assad and Syrian lawmakers to discuss recent developments in the Arab country, the anti-terrorism fight and the resumption of interparliamentary ties.",Consult,Assad Expressed Commitment to Syrian Ceasefire Agreement - Senior Russian Lawmaker,"(2016, 52, 3)",1,33.5102,36.2913,12,Dimashq,Unknown,3,Factiva,Syria,Bashar al-Assad,"Shia,Ideological,Government,Social,National Ethnic Minority,National Religious,Religious Minority,Far Right,Parties,(National) Major Party,Executive Office,National Ethnic,Executive,International Religious",43126087,Russian Federation,Konstantin Kosachev,"Legislative / Parliamentary,Upper House,Government",2016
14,Damascus,Syria,2016-12-30,NULL,2016-12-30,ICEWS25330709,"They met with Assad and Syrian lawmakers to discuss recent developments in the Arab country, the anti-terrorism fight and the resumption of interparliamentary ties.",Consult,Assad Expressed Commitment to Syrian Ceasefire Agreement - Senior Russian Lawmaker,"(2016, 52, 3)",1,33.5102,36.2913,12,Dimashq,Unknown,3,Factiva,Syria,Lawmaker (Syria),"Legislative / Parliamentary,Government",43126087,Russian Federation,Konstantin Kosachev,"Legislative / Parliamentary,Upper House,Government",2016
15,Damascus,Syria,2016-12-30,NULL,2016-12-30,ICEWS25330666,"BEIRUT, December 30 (Sputnik) – Moscow and Damascus agreed to promote interparliamentary cooperation, the chair of the Foreign Affairs Committee of the Russian upper house of parliament said Friday, following a visit to Syria.",Express intent to cooperate,"Russia, Syria Agree to Intensify Interparliamentary Ties - Senior Russian Lawmaker","(2016, 52, 3)",4,33.5102,36.2913,12,Dimashq,Unknown,1,Factiva,Syria,Syria,NULL,43126088,Russian Federation,Russia,NULL,2016
16,Damascus,Syria,2016-12-30,NULL,2016-12-30,ICEWS25330667,Russia's and European Parliament's lawmakers visited Damascus and Hmeimim airbase in Syria on Thursday to meet President Bashar Assad and the country’s parliamentarians.,Consult,"Russia, Syria Agree to Intensify Interparliamentary Ties - Senior Russian Lawmaker","(2016, 52, 3)",1,33.5102,36.2913,12,Dimashq,Unknown,4,Factiva,Syria,Syria,NULL,43126088,Syria,Bashar al-Assad,"Shia,Ideological,Government,Social,National Ethnic Minority,National Religious,Religious Minority,Far Right,Parties,(National) Major Party,Executive Office,National Ethnic,Executive,International Religious",2016
