,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
2,NULL,Egypt,2017-11-16,NULL,2017-11-16,ICEWS28277052,He said the military had also managed to destroy five four-wheel-drive vehicles and four bomb-making workshops while ammunition and fuel stocks were also targeted in the raid.,Use conventional military force,"Three militant killed, 74 arrested in Egypt’s raids in Sinai","(2017, 46, 3)",-10,29.5,34,11,Sinai Peninsula,Unknown,3,Factiva,Egypt,Egyptian Armed Forces,"Military,Government",45924896,Egypt,Egypt,NULL,2017
3,NULL,Egypt,2017-11-16,NULL,2017-11-16,ICEWS28277051,The Egyptian military says hundreds of militants have been killed in the counter-terror operations in the region.,Make statement,"Three militant killed, 74 arrested in Egypt’s raids in Sinai","(2017, 46, 3)",0,29.5,34,11,Sinai Peninsula,Unknown,6,Factiva,Egypt,Egyptian Armed Forces,"Military,Government",45924896,Egypt,Militant (Egypt),Unidentified Forces,2017
5,Aleppo,Syria,2017-11-19,NULL,2017-11-19,ICEWS28276481,"During the recent peace talks in the Kazakh capital Astana, the three guarantor countries, Turkey, Iran and Russia, agreed to establish de-escalation zones in Idlib and in parts of the Aleppo, Latakia and Hama provinces.",Express intent to cooperate,Turkish troop deployment in Syria’s Idlib continues,"(2017, 46, 3)",4,36.2012,37.1612,11,Muhafazat Halab,Unknown,2,Factiva,Turkey,Turkey,NULL,45924801,Iran,Iran,NULL,2017
6,Aleppo,Syria,2017-11-19,NULL,2017-11-19,ICEWS28276482,"During the recent peace talks in the Kazakh capital Astana, the three guarantor countries, Turkey, Iran and Russia, agreed to establish de-escalation zones in Idlib and in parts of the Aleppo, Latakia and Hama provinces.",Express intent to cooperate,Turkish troop deployment in Syria’s Idlib continues,"(2017, 46, 3)",4,36.2012,37.1612,11,Muhafazat Halab,Unknown,2,Factiva,Russian Federation,Russia,NULL,45924801,Iran,Iran,NULL,2017
7,Aleppo,Syria,2017-11-19,NULL,2017-11-19,ICEWS28276483,"During the recent peace talks in the Kazakh capital Astana, the three guarantor countries, Turkey, Iran and Russia, agreed to establish de-escalation zones in Idlib and in parts of the Aleppo, Latakia and Hama provinces.",Express intent to cooperate,Turkish troop deployment in Syria’s Idlib continues,"(2017, 46, 3)",4,36.2012,37.1612,11,Muhafazat Halab,Unknown,2,Factiva,Iran,Iran,NULL,45924801,Turkey,Turkey,NULL,2017
8,Aleppo,Syria,2017-11-19,NULL,2017-11-19,ICEWS28276484,"During the recent peace talks in the Kazakh capital Astana, the three guarantor countries, Turkey, Iran and Russia, agreed to establish de-escalation zones in Idlib and in parts of the Aleppo, Latakia and Hama provinces.",Express intent to cooperate,Turkish troop deployment in Syria’s Idlib continues,"(2017, 46, 3)",4,36.2012,37.1612,11,Muhafazat Halab,Unknown,2,Factiva,Russian Federation,Russia,NULL,45924801,Turkey,Turkey,NULL,2017
9,Aleppo,Syria,2017-11-19,NULL,2017-11-19,ICEWS28276485,"During the recent peace talks in the Kazakh capital Astana, the three guarantor countries, Turkey, Iran and Russia, agreed to establish de-escalation zones in Idlib and in parts of the Aleppo, Latakia and Hama provinces.",Express intent to cooperate,Turkish troop deployment in Syria’s Idlib continues,"(2017, 46, 3)",4,36.2012,37.1612,11,Muhafazat Halab,Unknown,2,Factiva,Iran,Iran,NULL,45924801,Russian Federation,Russia,NULL,2017
10,Aleppo,Syria,2017-11-19,NULL,2017-11-19,ICEWS28276486,"During the recent peace talks in the Kazakh capital Astana, the three guarantor countries, Turkey, Iran and Russia, agreed to establish de-escalation zones in Idlib and in parts of the Aleppo, Latakia and Hama provinces.",Express intent to cooperate,Turkish troop deployment in Syria’s Idlib continues,"(2017, 46, 3)",4,36.2012,37.1612,11,Muhafazat Halab,Unknown,2,Factiva,Turkey,Turkey,NULL,45924801,Russian Federation,Russia,NULL,2017
15,NULL,Iraq,2017-11-21,NULL,2017-11-21,ICEWS28276655,"A suicide bomber has killed at least 21 people and wounded 40 more in the northern Iraqi town of Tuz Khurmatu, the interior ministry has said, The Independent reported.",Carry out suicide bombing,Iraqi car bomb attack kills at least 21 people,"(2017, 47, 3)",-10,33.3406,44.4009,11,NULL,Unknown,1,Factiva,Iraq,Armed Gang (Iraq),Unidentified Forces,45924727,Iraq,Citizen (Iraq),"General Population / Civilian / Social,Social",2017
19,Cairo,Egypt,2017-11-23,NULL,2017-11-23,ICEWS28274620,"The factions called on 'the Central Elections Commission and all relevant parties to undertake necessary preparations to hold simultaneous presidential and legislative... elections by the end of 2018 and to authorize President Mahmoud Abbas to set a date for the elections following consultations with all national and political parties and forces,' the declaration states.",Make an appeal or request,Palestinians call for vote by end of '18,"(2017, 47, 3)",3,30.0626,31.2497,11,Muhafazat al Qahirah,The Jerusalem Post,4,Factiva,Occupied Palestinian Territory,"Citizen (Palestinian Territory, Occupied)","General Population / Civilian / Social,Social",45920112,Occupied Palestinian Territory,"Election Commission (Palestinian Territory, Occupied)","Government,Elections Ministry,Executive",2017
20,NULL,Egypt,2017-11-23,NULL,2017-11-23,ICEWS28274552,"Khairat devoted the bulk of his remarks to the settling of the Israeli-Palestinian conflict, saying, 'Egypt, the cradle of civilization and humanity, has a responsibility to achieve a permanent peace in our region, which should be based on land for peace, confidence building measures and security guarantees.'",Make statement,"Egyptian envoy to Israel praises Sadat, Sisi. Hazem Khaira takes part in Jerusalem ceremony marking 40 years since historic arrival","(2017, 47, 3)",0,30.0626,31.2497,11,NULL,The Jerusalem Post,5,Factiva,Egypt,Foreign Affairs (Egypt),"Government,Foreign Ministry,Executive",45920115,Egypt,Egypt,NULL,2017
46,NULL,Egypt,2017-11-25,NULL,2017-11-25,ICEWS28277079,"At least 305 people were killed when a horde of militants detonated bombs at a mosque in Egypt before unleashing a torrent of bullets at fleeing worshipers, New York Daily news reported.","Conduct suicide, car, or other non-military bombing","At least 305 dead after bombing, shooting attack on Egypt mosque","(2017, 47, 3)",-10,29.5,34,11,Sinai Peninsula,Unknown,1,Factiva,Egypt,Militant (Egypt),Unidentified Forces,45924564,Egypt,Egypt,NULL,2017
47,NULL,Egypt,2017-11-25,NULL,2017-11-25,ICEWS28277081,"At least 305 people were killed when a horde of militants detonated bombs at a mosque in Egypt before unleashing a torrent of bullets at fleeing worshipers, New York Daily news reported.",Use unconventional violence,"At least 305 dead after bombing, shooting attack on Egypt mosque","(2017, 47, 3)",-9,29.5,34,11,Sinai Peninsula,Unknown,1,Factiva,Egypt,Militant (Egypt),Unidentified Forces,45924564,Egypt,Citizen (Egypt),"General Population / Civilian / Social,Social",2017
48,Riyadh,Saudi Arabia,2017-11-25,NULL,2017-11-25,ICEWS28277820,"Earlier this month, the Iranian foreign ministry had also dismissed as 'baseless' the Saudi-led coalition allegations that Tehran has supplied Yemen with the recent missile that was fired in the recent strike against an airport in Riyadh.",Provide military aid,"Iran Dismisses Military, Missile Aid to Yemen","(2017, 47, 3)",8.3,24.6877,46.7219,11,Mintaqat ar Riyad,FARS News Agency,5,Factiva,Iran,Iran,NULL,45926497,Yemen,Yemen,NULL,2017
62,Al Malikiyah,Syria,2017-11-26,NULL,2017-11-26,ICEWS28271572,'We've been saying from the very beginning that the US is making a mistake by cooperating with the YPG affiliated with the PKK in the fight against Daesh.,Engage in diplomatic cooperation,Ankara on US Vow to Stop Arming Syrian Kurds: Restore Ties With 'True Allies',"(2017, 47, 3)",3.5,37.177,42.1401,11,Muhafazat al Hasakah,Unknown,2,Factiva,United States,United States,NULL,45912978,Syria,People's Protection Units,"Separatists,Dissident",2017
63,Al Malikiyah,Syria,2017-11-26,NULL,2017-11-26,ICEWS28271573,'We've been saying from the very beginning that the US is making a mistake by cooperating with the YPG affiliated with the PKK in the fight against Daesh.,Engage in diplomatic cooperation,Ankara on US Vow to Stop Arming Syrian Kurds: Restore Ties With 'True Allies',"(2017, 47, 3)",3.5,37.177,42.1401,11,Muhafazat al Hasakah,Unknown,2,Factiva,United States,United States,NULL,45912978,Turkey,Kurdistan Workers' Party,"International Ethnic,Kurd (Ethnic Group),Separatists,Dissident",2017
73,Raqqa,Syria,2017-11-26,NULL,2017-11-26,ICEWS28279122,"The Turks have opposed arms deliveries to the YPG for years, arguing that the YPG is the Syrian branch of the Kurdistan Workers Party (PKK) and a terrorist organization.",Make statement,Turkey claims US will cut arms flow to Syrian Kurds. Washington says policy is consistent with anti-Islamic State fight,"(2017, 47, 3)",0,35.9528,39.0079,11,Ar Raqqah,The Jerusalem Post,5,Factiva,Turkey,Turkey,NULL,45930197,Syria,People's Protection Units,"Dissident,Separatists",2017
74,Beirut,Lebanon,2017-11-26,NULL,2017-11-26,ICEWS28279265,"Lebanon's General Directorate of State Security detained Lebanese actor and comedian Ziad Itani on Thursday and accused him of 'collaborating with Israel,' it was revealed over the weekend.",Engage in diplomatic cooperation,Lebanese actor accused of 'collaborating' with Israel,"(2017, 47, 3)",3.5,33.8889,35.4944,11,Beyrouth,The Jerusalem Post,1,Factiva,Lebanon,Actor (Lebanon),Elite,45930198,Israel,Israel,NULL,2017
75,NULL,Egypt,2017-11-26,NULL,2017-11-26,ICEWS28279224,"Prime Minister Benjamin Netanyahu issued a statement condemning the 'horrific and criminal terrorist attack' in Sinai and sent condolences to Egyptian President Abdel Fattah al-Sisi, the Egyptian people and the families of those murdered.",Make empathetic comment,Netanyahu condemns 'horrific' attack on Egypt,"(2017, 47, 3)",3.4,29.5,34,11,Sinai Peninsula,The Jerusalem Post,1,Factiva,Israel,Benjamin Netanyahu,"Elite,International Ethnic,Foreign Ministry,Executive Office,Government,Jews,Ideological,(National) Major Party,Center Right,Executive,Parties",45930203,Egypt,Abdel Fattah Al-Sisi,"Sunni,Elite,International Religious,Executive,Government,Executive Office",2017
76,NULL,Egypt,2017-11-26,NULL,2017-11-26,ICEWS28279225,"Prime Minister Benjamin Netanyahu issued a statement condemning the 'horrific and criminal terrorist attack' in Sinai and sent condolences to Egyptian President Abdel Fattah al-Sisi, the Egyptian people and the families of those murdered.",Make empathetic comment,Netanyahu condemns 'horrific' attack on Egypt,"(2017, 47, 3)",3.4,29.5,34,11,Sinai Peninsula,The Jerusalem Post,1,Factiva,Israel,Benjamin Netanyahu,"Elite,International Ethnic,Foreign Ministry,Executive Office,Government,Jews,Ideological,(National) Major Party,Center Right,Executive,Parties",45930203,Egypt,Egypt,NULL,2017
