,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
96,Cairo,Egypt,2017-03-05,NULL,2017-03-05,ICEWS27296218,"A draft amendment to the Municipalities Ordinance, reforming the municipal tax system, was introduced in the Knesset by interior minister Moshe Shapiro, who opened the debate.",Accede to requests or demands for political reform,From our Archives,"(2017, 9, 3)",5,30.0626,31.2497,3,Muhafazat al Qahirah,The Jerusalem Post,6,Factiva,Israel,Domestic Affairs (Israel),"Interior / Home Ministry,Executive,Government",43682486,Israel,Knesset,"Legislative / Parliamentary,Government,Unicameral",2017
97,NULL,Lebanon,2017-03-05,NULL,2017-03-05,ICEWS27296348,"Since the Second Lebanese War, the Lebanese army has rearmed itself, strengthening its ability in the air as well as on the ground and sea, with the help of the United States, France and Saudi Arabia.",Provide aid,'Lebanese army could join with Hezbollah in next war',"(2017, 9, 3)",7,33.8889,35.4944,3,NULL,The Jerusalem Post,1,Factiva,United States,United States,NULL,43682492,Lebanon,Military (Lebanon),"Military,Government",2017
98,NULL,Lebanon,2017-03-05,NULL,2017-03-05,ICEWS27296349,"Since the Second Lebanese War, the Lebanese army has rearmed itself, strengthening its ability in the air as well as on the ground and sea, with the help of the United States, France and Saudi Arabia.",Provide aid,'Lebanese army could join with Hezbollah in next war',"(2017, 9, 3)",7,33.8889,35.4944,3,NULL,The Jerusalem Post,1,Factiva,France,France,NULL,43682492,Lebanon,Military (Lebanon),"Military,Government",2017
99,NULL,Lebanon,2017-03-05,NULL,2017-03-05,ICEWS27296350,"Since the Second Lebanese War, the Lebanese army has rearmed itself, strengthening its ability in the air as well as on the ground and sea, with the help of the United States, France and Saudi Arabia.",Provide aid,'Lebanese army could join with Hezbollah in next war',"(2017, 9, 3)",7,33.8889,35.4944,3,NULL,The Jerusalem Post,1,Factiva,Saudi Arabia,Saudi Arabia,NULL,43682492,Lebanon,Military (Lebanon),"Military,Government",2017
102,Manama,Bahrain,2017-03-06,NULL,2017-03-06,ICEWS27282112,"In a statement carried by Bahrain News Agency, the ministry accused the Waad of involvement in major violations, including supporting terrorism and violence and glorifying convicts of terrorism.",Accuse,Bahrain justice ministry files for dissolution of second largest opposition society,"(2017, 10, 3)",-2,26.2154,50.5832,3,Capital Governorate,Xinhua News Agency,3,Factiva,Bahrain,Ministry (Bahrain),Government,43648598,Bahrain,Citizen (Bahrain),"Social,General Population / Civilian / Social",2017
103,NULL,Lebanon,2017-03-06,NULL,2017-03-06,ICEWS27282149,"The daily quoted unnamed MPs and ministers as saying that Jumblatt's latest meeting with Prime Minister Saad Hariri led to the latter 'adopting' Jumblatt's views, which were also welcomed by Nabih Berri, the Shia Speaker of parliament.",Make statement,Lebanese Druze leader reportedly proposes mixed electoral system,"(2017, 10, 3)",0,33.8889,35.4944,3,NULL,BBC Monitoring Middle East,4,Factiva,Lebanon,Nabih Berri,"Unicameral,Legislative / Parliamentary,International Religious,Parties,Shia,(National) Minor Party,Ideological,Center Right,Government",43648686,Lebanon,Walid Jumblatt,"Legislative / Parliamentary,International Religious,Parties,(National) Minor Party,Ideological,Druze,Center Left,Government",2017
104,NULL,Lebanon,2017-03-06,NULL,2017-03-06,ICEWS27282150,"The daily quoted unnamed MPs and ministers as saying that Jumblatt's latest meeting with Prime Minister Saad Hariri led to the latter 'adopting' Jumblatt's views, which were also welcomed by Nabih Berri, the Shia Speaker of parliament.",Make statement,Lebanese Druze leader reportedly proposes mixed electoral system,"(2017, 10, 3)",0,33.8889,35.4944,3,NULL,BBC Monitoring Middle East,4,Factiva,Lebanon,Ministry (Lebanon),Government,43648686,Lebanon,Walid Jumblatt,"Legislative / Parliamentary,International Religious,Parties,(National) Minor Party,Ideological,Druze,Center Left,Government",2017
105,NULL,Lebanon,2017-03-06,NULL,2017-03-06,ICEWS27282151,"The daily quoted unnamed MPs and ministers as saying that Jumblatt's latest meeting with Prime Minister Saad Hariri led to the latter 'adopting' Jumblatt's views, which were also welcomed by Nabih Berri, the Shia Speaker of parliament.",Consult,Lebanese Druze leader reportedly proposes mixed electoral system,"(2017, 10, 3)",1,33.8889,35.4944,3,NULL,BBC Monitoring Middle East,4,Factiva,Lebanon,Walid Jumblatt,"Legislative / Parliamentary,International Religious,Parties,(National) Minor Party,Ideological,Druze,Center Left,Government",43648686,Lebanon,Saad Hariri,"International Religious,Parties,(National) Minor Party,Sunni,Ideological,Center Right,Executive Office,Government,Executive,Elite",2017
106,NULL,Lebanon,2017-03-06,NULL,2017-03-06,ICEWS27282152,"The daily quoted unnamed MPs and ministers as saying that Jumblatt's latest meeting with Prime Minister Saad Hariri led to the latter 'adopting' Jumblatt's views, which were also welcomed by Nabih Berri, the Shia Speaker of parliament.",Consult,Lebanese Druze leader reportedly proposes mixed electoral system,"(2017, 10, 3)",1,33.8889,35.4944,3,NULL,BBC Monitoring Middle East,4,Factiva,Lebanon,Saad Hariri,"International Religious,Parties,(National) Minor Party,Sunni,Ideological,Center Right,Executive Office,Government,Executive,Elite",43648686,Lebanon,Walid Jumblatt,"Legislative / Parliamentary,International Religious,Parties,(National) Minor Party,Ideological,Druze,Center Left,Government",2017
107,NULL,Bahrain,2017-03-06,NULL,2017-03-06,ICEWS27282076,"MOSCOW, March 6 (Sputnik) - Iran’s Foreign Ministry spokesman rejected on Monday Bahrain’s claims it backed Shiite insurgency in the Sunni-ruled island nation after it busted a group of alleged terrorists, Iranian media reported.",Reject,Iran’s Foreign Ministry Denies Running Terror Cell in Bahrain – Spokesman,"(2017, 10, 3)",-4,26.2154,50.5832,3,NULL,Unknown,1,Factiva,Iran,Media Personnel (Iran),"Media,Social",43648702,Bahrain,Bahrain,NULL,2017
108,Mosul,Iraq,2017-03-06,NULL,2017-03-06,ICEWS27282113,A senior Iraqi commander said in a statement that interior ministry forces -- backed by artillery and air support -- were advancing in three neighbourhoods of west Mosul with the aim of taking a government compound held by the jihadists.,Make statement,Anti-IS assaults gain ground in Iraq and Syria,"(2017, 10, 3)",0,36.335,43.1189,3,Muhafazat Ninawa,Agence France-Presse,6,Factiva,Iraq,Military Personnel (Iraq),"Military,Government",43648722,Iraq,Domestic Affairs (Iraq),"Government,Interior / Home Ministry,Executive",2017
121,Cairo,Egypt,2017-03-06,NULL,2017-03-06,ICEWS27282310,"Formed in 2016, the military-oriented Egyptian committee on Libya reaffirmed that a political solution is 'the only way' out of the Libyan crisis, appreciating the responses of the Libyan House of Representatives and the Higher State's Council that are currently naming representatives for a joint committee whose formation has recently been agreed in Cairo.",Praise or endorse,Egypt says Cairo initiative 'historic chance' for Libya settlement,"(2017, 10, 3)",3.4,30.0626,31.2497,3,Muhafazat al Qahirah,Xinhua News Agency,3,Factiva,Egypt,Egypt,NULL,43649044,Libya,House of Representatives (Libya),"Government,Legislative / Parliamentary",2017
122,Ramadi,Iraq,2017-03-06,NULL,2017-03-06,ICEWS27282505,"The security forces clashed with the ISIL members on the outskirts of the village, and managed to dismantle five improvised explosive devices and removed four others, which were planted in the area,” he further explained.",Use conventional military force,"Iraq Border Guards Clash with ISIL Militants West of Anbar, Several Arrested","(2017, 10, 3)",-10,33.4206,43.3078,3,Muhafazat al Anbar,FARS News Agency,3,Factiva,Iraq,Military Personnel - Special (Iraq),"Government,Military",43649071,Iraq,Islamic State of Iraq and the Levant,"Dissident,Insurgents,International Religious,Fundamentalist,Sunni,Muslim,Ideological",2017
123,Ramadi,Iraq,2017-03-06,NULL,2017-03-06,ICEWS27282506,"The security forces clashed with the ISIL members on the outskirts of the village, and managed to dismantle five improvised explosive devices and removed four others, which were planted in the area,” he further explained.",Use conventional military force,"Iraq Border Guards Clash with ISIL Militants West of Anbar, Several Arrested","(2017, 10, 3)",-10,33.4206,43.3078,3,Muhafazat al Anbar,FARS News Agency,3,Factiva,Iraq,Islamic State of Iraq and the Levant,"Dissident,Insurgents,International Religious,Fundamentalist,Sunni,Muslim,Ideological",43649071,Iraq,Military Personnel - Special (Iraq),"Government,Military",2017
124,Mosul,Iraq,2017-03-06,NULL,2017-03-06,ICEWS27282507,The clashes between ISIL militants and the Iraqi security forces took place as the Iraqi forces are pressing ahead with the operation to retake Western part of the key city of Mosul from ISIL.,Use unconventional violence,"Iraq Border Guards Clash with ISIL Militants West of Anbar, Several Arrested","(2017, 10, 3)",-9,36.335,43.1189,3,Muhafazat Ninawa,FARS News Agency,5,Factiva,Iraq,Militant (Islamic State of Iraq and the Levant),"Dissident,Insurgents,International Religious,Fundamentalist,Sunni,Muslim,Ideological",43649071,Iraq,Military Personnel - Special (Iraq),"Government,Military",2017
125,Mosul,Iraq,2017-03-06,NULL,2017-03-06,ICEWS27282508,The clashes between ISIL militants and the Iraqi security forces took place as the Iraqi forces are pressing ahead with the operation to retake Western part of the key city of Mosul from ISIL.,Use conventional military force,"Iraq Border Guards Clash with ISIL Militants West of Anbar, Several Arrested","(2017, 10, 3)",-10,36.335,43.1189,3,Muhafazat Ninawa,FARS News Agency,5,Factiva,Iraq,Military Personnel - Special (Iraq),"Government,Military",43649071,Iraq,Militant (Islamic State of Iraq and the Levant),"Dissident,Insurgents,International Religious,Fundamentalist,Sunni,Muslim,Ideological",2017
126,Raqqa,Syria,2017-03-06,NULL,2017-03-06,ICEWS27282342,"The SDF has started carrying out fresh attacks on ISIL's defense lines since Sunday and managed to seize control over the villages of Jubb al-Khalil, Abdulmatna, Mohammad al-Ayash, al-Hamish, al-Safar, Hashohal Manaserah, Reza, Beir Hossein Amou and Abu Rafi'eh, advancing some 19km against ISIL in Abu Khashab front.",Use conventional military force,Syria: Kurdish-Led SDF Closes off ISIL-Held Raqqa's Road to Deir Ezzur,"(2017, 10, 3)",-10,35.9528,39.0079,3,Ar Raqqah,FARS News Agency,2,Factiva,Iraq,Iraqi Kurds,"International Ethnic,Kurd (Ethnic Group)",43649073,Iraq,Islamic State of Iraq and the Levant,"Dissident,Insurgents,International Religious,Fundamentalist,Sunni,Muslim,Ideological",2017
127,Manama,Bahrain,2017-03-06,NULL,2017-03-06,ICEWS27282386,Sunni authorities in Manama have accused its Shiite neighbour Iran of stirring unrest in the kingdom.,Accuse,Bahrain seeks dissolution of secular opposition party,"(2017, 10, 3)",-2,26.2154,50.5832,3,Capital Governorate,Agence France-Presse,6,Factiva,Bahrain,Other Authorities / Officials (Bahrain),Government,43649105,Iran,Iran,NULL,2017
