,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
12,NULL,Saudi Arabia,2015-12-25,NULL,2015-12-25,ICEWS24051812,The Islamic State has criticized a formation of 34 Sunni Muslim nations as 'morons and fools' after Saudi Arabia announced it would form a grand coalition to confront the growing threat of terrorism in the world.,Criticize or denounce,Third time's a charm; will Saudi's newest coalition work?,"(2015, 52, 3)",-2,24.6877,46.7219,12,NULL,The Jerusalem Post,1,Factiva,Iraq,Islamic State of Iraq and the Levant,"Fundamentalist,Ideological,Sunni,International Religious,Dissident,Insurgents,Muslim",40108825,Saudi Arabia,Muslim (Saudi Arabia),"National Religious,Social,International Religious,Muslim",2015
13,NULL,Saudi Arabia,2015-12-25,NULL,2015-12-25,ICEWS24051871,The group accused the alliance of 'colluding with crusaders' and threatened to attack them in response.,Threaten with military force,Third time's a charm; will Saudi's newest coalition work?,"(2015, 52, 3)",-7,24.6877,46.7219,12,NULL,The Jerusalem Post,2,Factiva,Iraq,Islamic State of Iraq and the Levant,"Fundamentalist,Ideological,Sunni,International Religious,Dissident,Insurgents,Muslim",40108825,Saudi Arabia,Citizen (Saudi Arabia),"Social,General Population / Civilian / Social",2015
28,NULL,Saudi Arabia,2016-01-15,NULL,2016-01-15,ICEWS24079145,"I don't even dare to take a nap now!' a Twitter user commented, according to the BBC site, after Saudi Arabia, Bahrain, Sudan and Djibouti swiftly severed ties with Iran.",Reduce or break diplomatic relations,"The funny, the peculiar and the frightening","(2016, 2, 3)",-4,24.6877,46.7219,1,NULL,The Jerusalem Post,6,Factiva,Saudi Arabia,Saudi Arabia,NULL,40159608,Iran,Iran,NULL,2016
29,NULL,Bahrain,2016-01-15,NULL,2016-01-15,ICEWS24079146,"I don't even dare to take a nap now!' a Twitter user commented, according to the BBC site, after Saudi Arabia, Bahrain, Sudan and Djibouti swiftly severed ties with Iran.",Reduce or break diplomatic relations,"The funny, the peculiar and the frightening","(2016, 2, 3)",-4,26.2154,50.5832,1,NULL,The Jerusalem Post,6,Factiva,Bahrain,Bahrain,NULL,40159608,Iran,Iran,NULL,2016
67,Baghdad,Iraq,2016-01-18,NULL,2016-01-18,ICEWS24050766,Iraqi police and U.S. authorities earlier said three U.S. nationals had been reported missing in Baghdad.,Make statement,"Missing U.S. citizens were kidnapped in Baghdad, two Iraqi MPs says","(2016, 3, 3)",0,33.3406,44.4009,1,Muhafazat Baghdad,Reuters News,4,Factiva,Iraq,Police (Iraq),"Government,Police",40107231,United States,Indigenous People (United States),"General Population / Civilian / Social,Social",2016
68,Kobani,Syria,2016-01-18,NULL,2016-01-18,ICEWS24050893,"When Syrian Kurdish fighters swept south out of Kobani last month, seizing a huge swathe of territory from the Islamic State, the capital of the self-declared “caliphate” seemed suddenly vulnerable.",Confiscate property,Race to retake ISIS capital on hold - for now,"(2016, 3, 3)",-9.2,36.8909,38.3535,1,Muhafazat Halab,The Toronto Star,2,Factiva,Syria,Syria,NULL,40107261,Iraq,Islamic State of Iraq and the Levant,"Fundamentalist,Dissident,Insurgents,Ideological,International Religious,Sunni,Muslim",2016
69,Riyadh,Saudi Arabia,2016-01-18,NULL,2016-01-18,ICEWS24050853,"ABU DHABI (Reuters) - France would like to de-escalate tensions between regional rivals Saudi Arabia and Iran, France's foreign minister Laurent Fabius said on Monday ahead of a visit to Riyadh to meet with King Salman and other officials.",Consult,France wants to de-escalate Saudi-Iran tensions: Fabius,"(2016, 3, 3)",1,24.6877,46.7219,1,Mintaqat ar Riyad,Reuters News,1,Factiva,France,Laurent Fabius,"Lower House,Secular,Far Left,Government,Local,Municipal,Executive,Legislative / Parliamentary,Ideological,Foreign Ministry,Elite,(National) Major Party,Parties",40107271,Saudi Arabia,Salman bin Abdulaziz al-Saud,"Government,Elite,Executive Office,Executive",2016
70,Riyadh,Saudi Arabia,2016-01-18,NULL,2016-01-18,ICEWS24050854,"ABU DHABI (Reuters) - France would like to de-escalate tensions between regional rivals Saudi Arabia and Iran, France's foreign minister Laurent Fabius said on Monday ahead of a visit to Riyadh to meet with King Salman and other officials.",Consult,France wants to de-escalate Saudi-Iran tensions: Fabius,"(2016, 3, 3)",1,24.6877,46.7219,1,Mintaqat ar Riyad,Reuters News,1,Factiva,Saudi Arabia,Salman bin Abdulaziz al-Saud,"Government,Elite,Executive Office,Executive",40107271,France,Laurent Fabius,"Lower House,Secular,Far Left,Government,Local,Municipal,Executive,Legislative / Parliamentary,Ideological,Foreign Ministry,Elite,(National) Major Party,Parties",2016
71,NULL,Iraq,2016-01-18,NULL,2016-01-18,ICEWS24050891,"Kurdish officials have 'asked' American officials in Iraq to provide monthly salaries to Kurdish peshmerga fighters since the Kurdistan Regional Government (KRG) has been 'unable' to provide monthly salaries on time due to financial crisis, the Patriotic Union of Kurdistan (PUK)-funded Khandan website reported on 18 January.",Make an appeal or request,Iraqi Kurdish peshmerga 'asked' US to pay salaries due to 'financial crisis',"(2016, 3, 3)",3,36.2267,44.7611,1,Kurdistan,BBC Monitoring Middle East,1,Factiva,Iraq,Iraqi Kurds,"Kurd (Ethnic Group),International Ethnic",40107375,United States,United States,NULL,2016
72,Baghdad,Iraq,2016-01-18,NULL,2016-01-18,ICEWS24050835,"[Unattributed report: 'Iraq needs minorities to beat Daesh [DA'ISH, Arabic acronym for ISIL] says Turkish FM -- Mevlut Cavusoglu said Baghdad government could not win support of people']",Make statement,Turkey says Iraq needs minorities' support to beat Islamic State,"(2016, 3, 3)",0,33.3406,44.4009,1,Muhafazat Baghdad,BBC Monitoring European,2,Factiva,Turkey,Mevlut Cavusoglu,"Government,Executive,Foreign Ministry",40107377,Iraq,Government (Iraq),Government,2016
