,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
19,Afrin,Syria,2018-01-24,NULL,2018-01-24,ICEWS28482144,"Secretary of State Rex Tillerson, responding to Turkish anger over alleged US plans for training a border force in Syria, told reporters on a flight back from Canada on January 18 that 'the entire situation has been misportrayed, misdescribed.'",Criticize or denounce,US diplomacy failed to prevent major escalation stemming from Turkey's Afrin onslaught,"(2018, 4, 3)",-2,36.5119,36.8695,1,Muhafazat Halab,The Jerusalem Post,2,Factiva,Turkey,Turkey,NULL,46431482,United States,United States,NULL,2018
20,Afrin,Syria,2018-01-24,NULL,2018-01-24,ICEWS28482145,"Two days later Turkish ground forces attacked Kurdish forces in Afrin in northern Syria, marking a serious escalation in the Syrian conflict and opening a new front in the country.",Use conventional military force,US diplomacy failed to prevent major escalation stemming from Turkey's Afrin onslaught,"(2018, 4, 3)",-10,36.5119,36.8695,1,Muhafazat Halab,The Jerusalem Post,3,Factiva,Turkey,Military (Turkey),"Military,Government",46431482,Syria,Military (Syria),"Government,Military",2018
21,Cairo,Egypt,2018-01-24,NULL,2018-01-24,ICEWS28482177,"Prior to coming to Israel on Sunday, Pence spent a day Cairo and Amman, meeting Egyptian President Abdel Fattah al-Sisi and Jordan's King Abdullah II.",Consult,Pence leaves Israel calling on Palestinians to 'move on' from J'lem issue and negotiate,"(2018, 4, 3)",1,30.0626,31.2497,1,Muhafazat al Qahirah,The Jerusalem Post,4,Factiva,United States,Mike Pence,"Legislative / Parliamentary,(National) Major Party,Parties,Ideological,Government,Executive Office,Center Right,Local,Executive,Provincial,Lower House",46431498,Egypt,Abdel Fattah Al-Sisi,"Elite,Sunni,Executive,Government,Executive Office,International Religious",2018
22,Amman,Jordan,2018-01-24,NULL,2018-01-24,ICEWS28482178,"Prior to coming to Israel on Sunday, Pence spent a day Cairo and Amman, meeting Egyptian President Abdel Fattah al-Sisi and Jordan's King Abdullah II.",Consult,Pence leaves Israel calling on Palestinians to 'move on' from J'lem issue and negotiate,"(2018, 4, 3)",1,31.9552,35.945,1,Muhafazat `Amman,The Jerusalem Post,4,Factiva,United States,Mike Pence,"Legislative / Parliamentary,(National) Major Party,Parties,Ideological,Government,Executive Office,Center Right,Local,Executive,Provincial,Lower House",46431498,Jordan,Abdullah II of Jordan,"Government,Executive Office,Executive,Elite",2018
23,Cairo,Egypt,2018-01-24,NULL,2018-01-24,ICEWS28482182,"Prior to coming to Israel on Sunday, Pence spent a day Cairo and Amman, meeting Egyptian President Abdel Fattah al-Sisi and Jordan's King Abdullah II.",Consult,Pence leaves Israel calling on Palestinians to 'move on' from J'lem issue and negotiate,"(2018, 4, 3)",1,30.0626,31.2497,1,Muhafazat al Qahirah,The Jerusalem Post,4,Factiva,Egypt,Abdel Fattah Al-Sisi,"Elite,Sunni,Executive,Government,Executive Office,International Religious",46431498,United States,Mike Pence,"Legislative / Parliamentary,(National) Major Party,Parties,Ideological,Government,Executive Office,Center Right,Local,Executive,Provincial,Lower House",2018
24,Amman,Jordan,2018-01-24,NULL,2018-01-24,ICEWS28482183,"Prior to coming to Israel on Sunday, Pence spent a day Cairo and Amman, meeting Egyptian President Abdel Fattah al-Sisi and Jordan's King Abdullah II.",Consult,Pence leaves Israel calling on Palestinians to 'move on' from J'lem issue and negotiate,"(2018, 4, 3)",1,31.9552,35.945,1,Muhafazat `Amman,The Jerusalem Post,4,Factiva,Jordan,Abdullah II of Jordan,"Government,Executive Office,Executive,Elite",46431498,United States,Mike Pence,"Legislative / Parliamentary,(National) Major Party,Parties,Ideological,Government,Executive Office,Center Right,Local,Executive,Provincial,Lower House",2018
31,Cairo,Egypt,2018-01-25,NULL,2018-01-25,ICEWS28486389,"According to Bergman, in the afternoon hours of October 22, 1982, the Mossad received information from two sources it had inside the PLO that Arafat was due to fly the next day on a private plane from Athens to Cairo.",Express intent to meet or negotiate,New Book: Israeli Assassination Attempt on Arafat Called Off at Last Minute.,"(2018, 4, 3)",4,30.0626,31.2497,1,Muhafazat al Qahirah,Israel Faxx,3,Factiva,Occupied Palestinian Territory,Yasir Arafat,Elite,46442100,Egypt,Egypt,NULL,2018
44,Raqqa,Syria,2018-01-28,NULL,2018-01-28,ICEWS28489747,"Moreover, while the US maintains its alliance with the Kurdish YPG (People's Protection Units) and SDF, it continues to flatter Turkey by humiliating its only partner in Syria; US State Department spokesperson Heather Nauert described Kurdistan Workers' Party (PKK) founder Abdullah Ocalan as a person who does not 'merit veneration' after his sympathizers, who liberated Raqqa, posed for a photo in front of a large poster of him.",Cooperate militarily,Do Syrian Kurds still need America?,"(2018, 4, 3)",7.4,35.9528,39.0079,1,Ar Raqqah,The Jerusalem Post,6,Factiva,United States,United States,NULL,46451022,Syria,Military (Syria),"Military,Government",2018
45,NULL,Egypt,2018-01-28,NULL,2018-01-28,ICEWS28489757,"On Tuesday, authorities arrested the leading challenger to Sisi, former army chief of staff Sami Anan, days after he announced on Facebook his bid for top office.","Arrest, detain, or charge with legal action",Egypt election shows Sisi less democratic than Mubarak was,"(2018, 4, 3)",-5,30.0626,31.2497,1,NULL,The Jerusalem Post,2,Factiva,Egypt,Other Authorities / Officials (Egypt),Government,46451035,Egypt,Citizen (Egypt),"Social,General Population / Civilian / Social",2018
49,Manbij,Syria,2018-01-29,NULL,2018-01-29,ICEWS28481365,"Turkey, which considers the YPG to be a terrorist organisation, has called on Washington to end its military support for the group and to pull back from the Manbij region where some of its troops are stationed.",Make an appeal or request,UPDATE 1-U.S. general says not planning Manbij troop withdrawal - CNN,"(2018, 5, 3)",3,36.5281,37.9549,1,Muhafazat Halab,Reuters News,6,Factiva,Turkey,Turkey,NULL,46429466,United States,United States,NULL,2018
