,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
6,Mosul,Iraq,2017-07-11,NULL,2017-07-11,ICEWS27825951,Iraqi Prime Minister Haider Abadi flew to Mosul on Sunday to declare victory over Islamic State in the massive battle for one of Iraq's largest cities. Mosul was the capital of ISIS in Iraq and the site of many of its crimes.,Make a visit,"Is the defeat of ISIS in Mosul a hollow victory? The tensions, accusations, abuses and extremism will likely return","(2017, 28, 3)",1.9,36.335,43.1189,7,Muhafazat Ninawa,The Jerusalem Post,1,Factiva,Iraq,Haider Al-Abadi,"Executive,Legislative / Parliamentary,Executive Office,Fundamentalist,International Religious,Ideological,Lower House,Government,Parties,(National) Major Party,Shia,Muslim",44820187,Iraq,Iraq,NULL,2017
7,Mosul,Iraq,2017-07-11,NULL,2017-07-11,ICEWS27825952,Iraqi Prime Minister Haider Abadi flew to Mosul on Sunday to declare victory over Islamic State in the massive battle for one of Iraq's largest cities. Mosul was the capital of ISIS in Iraq and the site of many of its crimes.,Host a visit,"Is the defeat of ISIS in Mosul a hollow victory? The tensions, accusations, abuses and extremism will likely return","(2017, 28, 3)",2.8,36.335,43.1189,7,Muhafazat Ninawa,The Jerusalem Post,1,Factiva,Iraq,Iraq,NULL,44820187,Iraq,Haider Al-Abadi,"Executive,Legislative / Parliamentary,Executive Office,Fundamentalist,International Religious,Ideological,Lower House,Government,Parties,(National) Major Party,Shia,Muslim",2017
10,Riyadh,Saudi Arabia,2017-07-12,NULL,2017-07-12,ICEWS27826016,"Saudi Arabia has blocked access to a popular Israeli Arab website after it posted articles about alleged Saudi plans to normalize relations with Israel, and cited reports from the Hebrew press that Israeli officials are pleased with King Salman's designation of his son Muhammad bin Salman as crown prince.",Express intent to engage in diplomatic cooperation (such as policy support),Riyadh blocks Israeli Arab website for coverage of 'normalization' with Israel,"(2017, 28, 3)",4.5,24.6877,46.7219,7,Mintaqat ar Riyad,The Jerusalem Post,1,Factiva,Saudi Arabia,Saudi Arabia,NULL,44820161,Israel,Israel,NULL,2017
31,Mosul,Iraq,2017-07-17,NULL,2017-07-17,ICEWS27825763,"An Iraqi soldier has been killed and one other injured in clashes between government forces and Islamic State (IS) militants in Mosul's Old City, Baghdad-based Shafaq News website reported on 16 July.",Use conventional military force,Iraqi soldier killed in clashes with IS militants in Mosul,"(2017, 29, 3)",-10,36.335,43.1189,7,Muhafazat Ninawa,BBC Monitoring Middle East,2,Factiva,Iraq,Military (Iraq),"Government,Military",44819495,Iraq,Militant (Iraq),Unidentified Forces,2017
32,Mosul,Iraq,2017-07-17,NULL,2017-07-17,ICEWS27825764,"An Iraqi soldier has been killed and one other injured in clashes between government forces and Islamic State (IS) militants in Mosul's Old City, Baghdad-based Shafaq News website reported on 16 July.",Use unconventional violence,Iraqi soldier killed in clashes with IS militants in Mosul,"(2017, 29, 3)",-9,36.335,43.1189,7,Muhafazat Ninawa,BBC Monitoring Middle East,2,Factiva,Iraq,Militant (Iraq),Unidentified Forces,44819495,Iraq,Military (Iraq),"Government,Military",2017
33,Baghdad,Iraq,2017-07-17,NULL,2017-07-17,ICEWS27825765,"'Security forces have also destroyed four tunnels used by IS,' Shafaq added.",Use conventional military force,Iraqi soldier killed in clashes with IS militants in Mosul,"(2017, 29, 3)",-10,33.3406,44.4009,7,Muhafazat Baghdad,BBC Monitoring Middle East,4,Factiva,Iraq,Military Personnel - Special (Iraq),"Government,Military",44819495,Iraq,Iraq,NULL,2017
34,NULL,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825750,"Putin de facto conducts pre-election meetings in the regions, although officially they are still referred to as work trips.",Make a visit,WHERE THE CAMPAIGN IS MOVING TO,"(2017, 29, 3)",1.9,33.5102,36.2913,7,NULL,WPS: What the Papers Say,2,Factiva,Russian Federation,Vladimir Putin,"Ideological,Center Right,Executive,Government,Executive Office,(National) Major Party,Parties,Elite",44819513,Syria,Syria,NULL,2017
35,NULL,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825751,"Putin de facto conducts pre-election meetings in the regions, although officially they are still referred to as work trips.",Host a visit,WHERE THE CAMPAIGN IS MOVING TO,"(2017, 29, 3)",2.8,33.5102,36.2913,7,NULL,WPS: What the Papers Say,2,Factiva,Syria,Syria,NULL,44819513,Russian Federation,Vladimir Putin,"Ideological,Center Right,Executive,Government,Executive Office,(National) Major Party,Parties,Elite",2017
36,Aleppo,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825799,"BEIRUT (Reuters) - Turkish-backed rebels clashed with Kurdish fighters from a U.S.-backed alliance in northwestern Syria on Monday in escalating violence between the two sides, the Syrian Observatory for Human Rights reported.",Use unconventional violence,Turkish-backed forces clash with Kurdish fighters in northwest Syria: monitors,"(2017, 29, 3)",-9,36.2012,37.1612,7,Muhafazat Halab,Reuters News,1,Factiva,Turkey,Armed Rebel (Turkey),"Rebel,Dissident",44819577,Turkey,Combatant (Turkish Kurds),"International Ethnic,Kurd (Ethnic Group)",2017
37,Aleppo,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825800,"BEIRUT (Reuters) - Turkish-backed rebels clashed with Kurdish fighters from a U.S.-backed alliance in northwestern Syria on Monday in escalating violence between the two sides, the Syrian Observatory for Human Rights reported.",Use unconventional violence,Turkish-backed forces clash with Kurdish fighters in northwest Syria: monitors,"(2017, 29, 3)",-9,36.2012,37.1612,7,Muhafazat Halab,Reuters News,1,Factiva,Turkey,Combatant (Turkish Kurds),"International Ethnic,Kurd (Ethnic Group)",44819577,Turkey,Armed Rebel (Turkey),"Rebel,Dissident",2017
38,Aleppo,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825801,"The clashes between the Turkey-backed rebels and the Syrian Democratic Forces (SDF), which is dominated by the Kurdish YPG militia, took place around the village of Ain Diqna and nearby Menagh air base north of Aleppo, the war monitor said.",Use conventional military force,Turkish-backed forces clash with Kurdish fighters in northwest Syria: monitors,"(2017, 29, 3)",-10,36.2012,37.1612,7,Muhafazat Halab,Reuters News,2,Factiva,Turkey,Turkey,NULL,44819577,Turkey,Armed Rebel (Turkey),"Rebel,Dissident",2017
39,Aleppo,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825802,"The clashes between the Turkey-backed rebels and the Syrian Democratic Forces (SDF), which is dominated by the Kurdish YPG militia, took place around the village of Ain Diqna and nearby Menagh air base north of Aleppo, the war monitor said.",Use conventional military force,Turkish-backed forces clash with Kurdish fighters in northwest Syria: monitors,"(2017, 29, 3)",-10,36.2012,37.1612,7,Muhafazat Halab,Reuters News,2,Factiva,Syria,Military (Syria),"Military,Government",44819577,Turkey,Armed Rebel (Turkey),"Rebel,Dissident",2017
40,Aleppo,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825803,"The clashes between the Turkey-backed rebels and the Syrian Democratic Forces (SDF), which is dominated by the Kurdish YPG militia, took place around the village of Ain Diqna and nearby Menagh air base north of Aleppo, the war monitor said.",Use unconventional violence,Turkish-backed forces clash with Kurdish fighters in northwest Syria: monitors,"(2017, 29, 3)",-9,36.2012,37.1612,7,Muhafazat Halab,Reuters News,2,Factiva,Turkey,Armed Rebel (Turkey),"Rebel,Dissident",44819577,Turkey,Turkey,NULL,2017
41,Aleppo,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825804,"The clashes between the Turkey-backed rebels and the Syrian Democratic Forces (SDF), which is dominated by the Kurdish YPG militia, took place around the village of Ain Diqna and nearby Menagh air base north of Aleppo, the war monitor said.",Use unconventional violence,Turkish-backed forces clash with Kurdish fighters in northwest Syria: monitors,"(2017, 29, 3)",-9,36.2012,37.1612,7,Muhafazat Halab,Reuters News,2,Factiva,Turkey,Armed Rebel (Turkey),"Rebel,Dissident",44819577,Syria,Military (Syria),"Military,Government",2017
42,Aleppo,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825805,"The clashes between the Turkey-backed rebels and the Syrian Democratic Forces (SDF), which is dominated by the Kurdish YPG militia, took place around the village of Ain Diqna and nearby Menagh air base north of Aleppo, the war monitor said.",Use conventional military force,Turkish-backed forces clash with Kurdish fighters in northwest Syria: monitors,"(2017, 29, 3)",-10,36.2012,37.1612,7,Muhafazat Halab,Reuters News,2,Factiva,Turkey,Turkey,NULL,44819577,Syria,Military (Syria),"Military,Government",2017
49,NULL,Egypt,2017-07-17,NULL,2017-07-17,ICEWS27826066,Anti-Sisi online satirist Youssef Hussein posted a video on Facebook allegedly showing Warraq residents slamming Sisi's government for attempting to demolish their homes.,Criticize or denounce,Egyptians online blame Sisi for island's deadly clashes,"(2017, 29, 3)",-2,30.0626,31.2497,7,NULL,BBC Monitoring Middle East,6,Factiva,Egypt,Citizen (Egypt),"Social,General Population / Civilian / Social",44819982,Egypt,Government (Egypt),Government,2017
50,Aleppo,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825991,"BEIRUT, July 17 (Reuters) - Turkish-backed rebels clashed with Kurdish fighters from a U.S.-backed alliance in northwestern Syria on Monday in escalating violence between the two sides, the Syrian Observatory for Human Rights reported.",Use unconventional violence,Turkish-backed forces clash with Kurdish fighters in northwest Syria - monitors,"(2017, 29, 3)",-9,36.2012,37.1612,7,Muhafazat Halab,Reuters News,1,Factiva,Turkey,Armed Rebel (Turkey),"Dissident,Rebel",44820027,Turkey,Combatant (Turkish Kurds),"International Ethnic,Kurd (Ethnic Group)",2017
51,Aleppo,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825992,"BEIRUT, July 17 (Reuters) - Turkish-backed rebels clashed with Kurdish fighters from a U.S.-backed alliance in northwestern Syria on Monday in escalating violence between the two sides, the Syrian Observatory for Human Rights reported.",Use unconventional violence,Turkish-backed forces clash with Kurdish fighters in northwest Syria - monitors,"(2017, 29, 3)",-9,36.2012,37.1612,7,Muhafazat Halab,Reuters News,1,Factiva,Turkey,Combatant (Turkish Kurds),"International Ethnic,Kurd (Ethnic Group)",44820027,Turkey,Armed Rebel (Turkey),"Dissident,Rebel",2017
52,Aleppo,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825993,"The clashes between the Turkey-backed rebels and the Syrian Democratic Forces (SDF), which is dominated by the Kurdish YPG militia, took place around the village of Ain Diqna and nearby Menagh air base north of Aleppo, the war monitor said.",Use conventional military force,Turkish-backed forces clash with Kurdish fighters in northwest Syria - monitors,"(2017, 29, 3)",-10,36.2012,37.1612,7,Muhafazat Halab,Reuters News,2,Factiva,Turkey,Turkey,NULL,44820027,Turkey,Armed Rebel (Turkey),"Dissident,Rebel",2017
53,Aleppo,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825994,"The clashes between the Turkey-backed rebels and the Syrian Democratic Forces (SDF), which is dominated by the Kurdish YPG militia, took place around the village of Ain Diqna and nearby Menagh air base north of Aleppo, the war monitor said.",Use conventional military force,Turkish-backed forces clash with Kurdish fighters in northwest Syria - monitors,"(2017, 29, 3)",-10,36.2012,37.1612,7,Muhafazat Halab,Reuters News,2,Factiva,Syria,Military (Syria),"Military,Government",44820027,Turkey,Armed Rebel (Turkey),"Dissident,Rebel",2017
54,Aleppo,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825995,"The clashes between the Turkey-backed rebels and the Syrian Democratic Forces (SDF), which is dominated by the Kurdish YPG militia, took place around the village of Ain Diqna and nearby Menagh air base north of Aleppo, the war monitor said.",Use unconventional violence,Turkish-backed forces clash with Kurdish fighters in northwest Syria - monitors,"(2017, 29, 3)",-9,36.2012,37.1612,7,Muhafazat Halab,Reuters News,2,Factiva,Turkey,Armed Rebel (Turkey),"Dissident,Rebel",44820027,Turkey,Turkey,NULL,2017
55,Aleppo,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825996,"The clashes between the Turkey-backed rebels and the Syrian Democratic Forces (SDF), which is dominated by the Kurdish YPG militia, took place around the village of Ain Diqna and nearby Menagh air base north of Aleppo, the war monitor said.",Use unconventional violence,Turkish-backed forces clash with Kurdish fighters in northwest Syria - monitors,"(2017, 29, 3)",-9,36.2012,37.1612,7,Muhafazat Halab,Reuters News,2,Factiva,Turkey,Armed Rebel (Turkey),"Dissident,Rebel",44820027,Syria,Military (Syria),"Military,Government",2017
56,Aleppo,Syria,2017-07-17,NULL,2017-07-17,ICEWS27825997,"The clashes between the Turkey-backed rebels and the Syrian Democratic Forces (SDF), which is dominated by the Kurdish YPG militia, took place around the village of Ain Diqna and nearby Menagh air base north of Aleppo, the war monitor said.",Use conventional military force,Turkish-backed forces clash with Kurdish fighters in northwest Syria - monitors,"(2017, 29, 3)",-10,36.2012,37.1612,7,Muhafazat Halab,Reuters News,2,Factiva,Turkey,Turkey,NULL,44820027,Syria,Military (Syria),"Military,Government",2017
57,Arbil,Iraq,2017-07-17,NULL,2017-07-17,ICEWS27825886,"TEHRAN (FNA)- Kurdistan Region Prime Minister Nechirvan Barzani received Iran’s new ambassador to Iraq, Iraj Masjedi, in Erbil on Sunday.",Host a visit,PM Barzani Welcomes Iran's Role in Dialogue with Baghdad,"(2017, 29, 3)",2.8,-12.7333,45.1333,7,Muhafazat Arbil,FARS News Agency,1,Factiva,Iraq,Nechervan Barzani,"Local,Executive,Government,Provincial,Executive Office,International Religious,International Ethnic,Kurd (Ethnic Group),Sunni",44820047,Iran,Foreign Affairs (Iran),"Foreign Ministry,Executive,Government",2017
58,Arbil,Iraq,2017-07-17,NULL,2017-07-17,ICEWS27825890,"TEHRAN (FNA)- Kurdistan Region Prime Minister Nechirvan Barzani received Iran’s new ambassador to Iraq, Iraj Masjedi, in Erbil on Sunday.",Make a visit,PM Barzani Welcomes Iran's Role in Dialogue with Baghdad,"(2017, 29, 3)",1.9,-12.7333,45.1333,7,Muhafazat Arbil,FARS News Agency,1,Factiva,Iran,Foreign Affairs (Iran),"Foreign Ministry,Executive,Government",44820047,Iraq,Nechervan Barzani,"Local,Executive,Government,Provincial,Executive Office,International Religious,International Ethnic,Kurd (Ethnic Group),Sunni",2017
59,Baghdad,Iraq,2017-07-17,NULL,2017-07-17,ICEWS27825885,"The two spoke about outstanding issues between Erbil and Baghdad with Barzani telling the Iranian representative that the Islamic Republic could play a positive role, according to a statement released by the Kurdistan government, Rudaw reported.",Make statement,PM Barzani Welcomes Iran's Role in Dialogue with Baghdad,"(2017, 29, 3)",0,33.3406,44.4009,7,Muhafazat Baghdad,FARS News Agency,2,Factiva,Iraq,Nechervan Barzani,"Local,Executive,Government,Provincial,Executive Office,International Religious,International Ethnic,Kurd (Ethnic Group),Sunni",44820047,Iran,Iran,NULL,2017
60,Arbil,Iraq,2017-07-17,NULL,2017-07-17,ICEWS27825887,"Masjedi, in turn, spoke of the need to develop relations between Erbil and Tehran in every field.",Engage in diplomatic cooperation,PM Barzani Welcomes Iran's Role in Dialogue with Baghdad,"(2017, 29, 3)",3.5,-12.7333,45.1333,7,Muhafazat Arbil,FARS News Agency,5,Factiva,Iraq,Iraq,NULL,44820047,Iran,Iran,NULL,2017
61,Baghdad,Iraq,2017-07-17,NULL,2017-07-17,ICEWS27825889,The Islamic Republic of Iran assisted the Kurdistan Region at difficult times and will now try in every way to help settle the problems between Erbil and Baghdad through dialogue.,Provide aid,PM Barzani Welcomes Iran's Role in Dialogue with Baghdad,"(2017, 29, 3)",7,33.3406,44.4009,7,Muhafazat Baghdad,FARS News Agency,6,Factiva,Iran,Iran,NULL,44820047,Iraq,Iraqi Kurdistan,"International Ethnic,Kurd (Ethnic Group)",2017
62,NULL,Qatar,2017-07-17,NULL,2017-07-17,ICEWS27826015,"The United Arab Emirates warned Qatar on Monday it could not belong to the Gulf Cooperation Council if it undermined regional security, calling for a 'change of behaviour' but not 'regime change'.",Threaten,Qatar is 'undermining' GCC allies: UAE minister,"(2017, 29, 3)",-4.4,25.2793,51.5224,7,NULL,Agence France-Presse,1,Factiva,United Arab Emirates,United Arab Emirates,NULL,44820078,Qatar,Qatar,NULL,2017
63,Homs,Syria,2017-07-17,NULL,2017-07-17,ICEWS27826036,Nuaimi added that the militants had created a coordination political committee and expressed hope to soon hold a meeting between the armed opposition and Russian representatives.,Make optimistic comment,"Over 10,000 Militants Ready to Help Syria Army Fight Nusra Front– Reconciliation Committee","(2017, 29, 3)",0.4,34.7268,36.7234,7,Muhafazat Hims,Unknown,6,Factiva,Syria,Militant (Syria),Unidentified Forces,44820112,Russian Federation,Representatives (Russia),"Government,Legislative / Parliamentary",2017
66,Ayn Daqnah,Syria,2017-07-17,NULL,2017-07-17,ICEWS27826264,"BEIRUT, July 17 (Reuters) - Turkish-backed rebels clashed with Kurdish fighters from a U.S.-backed alliance in northwestern Syria on Monday in escalating violence between the two sides, officials and a monitoring group said.",Use unconventional violence,UPDATE 1-Turkish-backed forces clash with Kurdish fighters in northwest Syria - monitors,"(2017, 29, 3)",-9,36.523,37.0817,7,Muhafazat Halab,Reuters News,2,Factiva,Syria,Armed Rebel (Syria),"Dissident,Rebel",44820707,Turkey,Combatant (Turkish Kurds),"International Ethnic,Kurd (Ethnic Group)",2017
67,Ayn Daqnah,Syria,2017-07-17,NULL,2017-07-17,ICEWS27826265,"BEIRUT, July 17 (Reuters) - Turkish-backed rebels clashed with Kurdish fighters from a U.S.-backed alliance in northwestern Syria on Monday in escalating violence between the two sides, officials and a monitoring group said.",Use unconventional violence,UPDATE 1-Turkish-backed forces clash with Kurdish fighters in northwest Syria - monitors,"(2017, 29, 3)",-9,36.523,37.0817,7,Muhafazat Halab,Reuters News,2,Factiva,Turkey,Combatant (Turkish Kurds),"International Ethnic,Kurd (Ethnic Group)",44820707,Syria,Armed Rebel (Syria),"Dissident,Rebel",2017
68,Ayn Daqnah,Syria,2017-07-17,NULL,2017-07-17,ICEWS27826266,"'There are big clashes happening on the Ain Daqna axis, between us and the Turks and their mercenaries,' Rojhat Roj, a spokesman for the Kurdish YPG militia said.",Use unconventional violence,UPDATE 1-Turkish-backed forces clash with Kurdish fighters in northwest Syria - monitors,"(2017, 29, 3)",-9,36.523,37.0817,7,Muhafazat Halab,Reuters News,4,Factiva,Turkey,Armed Gang (Turkey),Unidentified Forces,44820707,Turkey,Turkey,NULL,2017
