,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
21,Aleppo,Syria,2016-02-18,NULL,2016-02-18,ICEWS24212365,"Instead, he slammed Israel, a tried and try tactic to divert attention away from the uncomfortable reality that Hezbollah and the Assad regime, together with Russia, have created the hugest humanitarian tragedy in recent history for Sunnis.",Criticize or denounce,Nasrallah's fears,"(2016, 7, 3)",-2,36.2012,37.1612,2,Muhafazat Halab,The Jerusalem Post,5,Factiva,Lebanon,Hassan Nasrallah,"Social,International Religious,Organized Violent,(National) Minor Party,Far Left,Shia,National Religious,Dissident,Parties,Ideological",40430507,Israel,Israel,NULL,2016
22,Damascus,Syria,2016-02-18,NULL,2016-02-18,ICEWS24212387,"According to the indictment, on the morning of February 9, the suspect procured a kitchen knife from her Beit Safafa home in southern Jerusalem, hid it in a bag, and traveled to Damascus Gate 'in order to carry out a murderous attack against members of security forces.'",Use unconventional violence,Arab teen indicted for attempted murder,"(2016, 7, 3)",-9,33.5102,36.2913,2,Dimashq,The Jerusalem Post,2,Factiva,Israel,Criminal (Israel),"Criminals / Gangs,Dissident",40430514,Israel,Military Personnel - Special (Israel),"Military,Government",2016
23,Damascus,Syria,2016-02-18,NULL,2016-02-18,ICEWS24212386,"At approximately 9:15 a.m., the defendant, whose name is under a gag order since she is a minor, drew the suspicion of Border Police officers stationed in the area, who asked her for identification.",Make an appeal or request,Arab teen indicted for attempted murder,"(2016, 7, 3)",3,33.5102,36.2913,2,Dimashq,The Jerusalem Post,3,Factiva,Israel,Police (Israel),"Government,Police",40430514,Israel,Criminal (Israel),"Criminals / Gangs,Dissident",2016
31,Damascus,Syria,2016-02-19,NULL,2016-02-19,ICEWS24217565,"The UK-based Syrian Observatory for Human Rights, which monitors the conflict, said three Israeli rockets had hit Syrian army outposts south of Damascus.",Make statement,IDF air strike reported in Syria. Will foreign reports lead to retaliation?,"(2016, 7, 3)",0,33.5102,36.2913,2,Dimashq,The Jerusalem Post,2,Factiva,Syria,Syrian Observatory for Human Rights,"Dissident,Exiles",40441613,Israel,Israel,NULL,2016
32,Damascus,Syria,2016-02-19,NULL,2016-02-19,ICEWS24217566,"The UK-based Syrian Observatory for Human Rights, which monitors the conflict, said three Israeli rockets had hit Syrian army outposts south of Damascus.",fight with artillery and tanks,IDF air strike reported in Syria. Will foreign reports lead to retaliation?,"(2016, 7, 3)",-10,33.5102,36.2913,2,Dimashq,The Jerusalem Post,2,Factiva,Israel,Israel,NULL,40441613,Syria,Military (Syria),"Government,Military",2016
48,Aleppo,Syria,2016-02-21,NULL,2016-02-21,ICEWS24200955,"However, the Russian Federation is supporting the Syrian regime in taking back Aleppo, and Turkey is at the same time bombing Kurdish positions in Syria.",Praise or endorse,(AE) SYRIA: European leaders call for bombing in civilian areas to stop immediately,"(2016, 7, 3)",3.4,36.2012,37.1612,2,Muhafazat Halab,Unknown,5,Factiva,Russian Federation,Russia,NULL,40408202,Syria,Government (Syria),Government,2016
61,NULL,Lebanon,2016-02-21,NULL,2016-02-21,ICEWS24202602,"The outgoing minister accused Hezbollah of breaking up the state and placing Lebanon's ties with Arab nations in the 'worst dangers,' the news site added.",Accuse,Lebanese justice minister Ashraf Rifi resigns,"(2016, 7, 3)",-2,33.8889,35.4944,2,NULL,Al Arabiya,5,Factiva,Lebanon,Ministry (Lebanon),Government,40410651,Lebanon,Hezbollah,"Far Left,(National) Minor Party,International Religious,Shia,National Religious,Ideological,Organized Violent,Parties,Dissident,Social",2016
62,NULL,Lebanon,2016-02-21,NULL,2016-02-21,ICEWS24202603,"Earlier this week, Rifi announced that he had decided to refer Samaha’s case the International Criminal Court, accusing some members of the cabinet of blocking the referral of the proceedings to Lebanon's Judicial Council.",Accuse,Lebanese justice minister Ashraf Rifi resigns,"(2016, 7, 3)",-2,33.8889,35.4944,2,NULL,Al Arabiya,6,Factiva,Lebanon,Ashraf Rifi,"Government,Judicial",40410651,Lebanon,Cabinet / Council of Ministers / Advisors (Lebanon),"Government,Cabinet,Executive",2016
72,Damascus,Syria,2016-02-21,NULL,2016-02-21,ICEWS24217539,"In the Friday incident, Muhammad Muhammad Abu Khalif, 20, attacked the two officers from behind at approximately 9 a.m.",Use unconventional violence,Officers thwart two attacks at Damascus Gate. IDF to demolish homes of two teenage terrorists from Sha'ar Binyamin Rami Levy attack,"(2016, 7, 3)",-9,33.5102,36.2913,2,Dimashq,The Jerusalem Post,5,Factiva,Occupied Palestinian Territory,"Citizen (Palestinian Territory, Occupied)","Social,General Population / Civilian / Social",40441415,Occupied Palestinian Territory,"Police (Palestinian Territory, Occupied)","Government,Police",2016
73,Amman,Jordan,2016-02-21,NULL,2016-02-21,ICEWS24217452,"US Secretary of State John Kerry, who arrived in Jordan on Saturday, is expected to hold talks in Amman with Palestinian Authority President Mahmoud Abbas on Sunday.",Express intent to meet or negotiate,"Kerry to meet Abbas in Jordan; no planned visit to Israel. Talks come as France, Quartet promote bids to break impasse","(2016, 7, 3)",4,31.9552,35.945,2,Muhafazat `Amman,The Jerusalem Post,1,Factiva,United States,Cabinet / Council of Ministers / Advisors (United States),"Government,Cabinet,Executive",40441417,Occupied Palestinian Territory,Mahmoud Abbas,"Elite,Executive Office,Government,Executive",2016
74,Amman,Jordan,2016-02-21,NULL,2016-02-21,ICEWS24217453,"US Secretary of State John Kerry, who arrived in Jordan on Saturday, is expected to hold talks in Amman with Palestinian Authority President Mahmoud Abbas on Sunday.",Express intent to meet or negotiate,"Kerry to meet Abbas in Jordan; no planned visit to Israel. Talks come as France, Quartet promote bids to break impasse","(2016, 7, 3)",4,31.9552,35.945,2,Muhafazat `Amman,The Jerusalem Post,1,Factiva,United States,Cabinet / Council of Ministers / Advisors (United States),"Government,Cabinet,Executive",40441417,Jordan,Jordan,NULL,2016
75,Amman,Jordan,2016-02-21,NULL,2016-02-21,ICEWS24217454,"Kerry, accompanied by the special envoy for Israeli-Palestinian negotiations Frank Lowenstein, will meet with Jordanian King Abdullah and other officials to discuss 'ongoing security issues in the region,' including the fight against Islamic State, the civil war in Syria, 'and continued tensions between Israel and the Palestinians,' the State Department said.",Express intent to meet or negotiate,"Kerry to meet Abbas in Jordan; no planned visit to Israel. Talks come as France, Quartet promote bids to break impasse","(2016, 7, 3)",4,31.9552,35.945,2,Muhafazat `Amman,The Jerusalem Post,3,Factiva,United States,John Kerry,"Executive,Cabinet,Government,Legislative / Parliamentary,(National) Major Party,Upper House,Parties,Foreign Ministry,Center Left,Ideological",40441417,Jordan,Abdullah II of Jordan,"Elite,Executive Office,Government,Executive",2016
76,Beirut,Lebanon,2016-02-21,NULL,2016-02-21,ICEWS24217460,"Arad's pilot, Yishai Aviram, was rescued by an Israel Air Force Bell AH-1 Cobra a few hours after he ejected, clinging to one of its landing skids as it flew under enemy fire.",Provide humanitarian aid,'Arad was tortured and killed in 1988',"(2016, 7, 3)",7.4,33.8889,35.4944,2,Beyrouth,The Jerusalem Post,4,Factiva,Lebanon,Air Force (Lebanon),"Air Force,Military,Government",40441608,Lebanon,Citizen (Lebanon),"General Population / Civilian / Social,Social",2016
91,Aleppo,Syria,2016-02-22,NULL,2016-02-22,ICEWS24200466,"In a visit to the Pacific, Hollande and Turnbull also expressed their 'full solidarity' with Fiji authorities after tropical cyclone Winston stormed the Pacific island nation and killed 21 people.",Praise or endorse,"France, Australia call for cease fire in Syria's Aleppo","(2016, 8, 3)",3.4,36.2012,37.1612,2,Muhafazat Halab,Xinhua News Agency,3,Factiva,Australia,Malcolm Bligh Turnbull,"Legislative / Parliamentary,Lower House,Elite,Government,Opposition Major Party (Out Of Government),(National) Major Party,Parties",40406985,Fiji,Other Authorities / Officials (Fiji),Government,2016
92,Riyadh,Saudi Arabia,2016-02-22,NULL,2016-02-22,ICEWS24200322,"Feb 22, 2016 (The Namibian/All Africa Global Media via COMTEX) -- RIYADH - Saudi foreign minister Adel al-Jubeir said yesterday that Russia's efforts to support Syrian president Bashar al-Assad will not succeed in keeping him in power.",Make statement,Russia Will 'Fail to Save' Syria's Assad - Saudi FM,"(2016, 8, 3)",0,24.6877,46.7219,2,Mintaqat ar Riyad,All Africa,1,Factiva,Saudi Arabia,Adel al-Jubeir,"Executive,Foreign Ministry,Government",40407095,Russian Federation,Russia,NULL,2016
93,Cairo,Egypt,2016-02-22,NULL,2016-02-22,ICEWS24200463,"Cairo, Feb 22, 2016 (Aswat Masriya/All Africa Global Media via COMTEX) -- Egypt's highest prosecutor ordered putting a policeman accused of the high-profile killing of a civilian in the Cairo neighbourhood of al-Darb al-Ahmar on trial for murder charges, on Sunday.","Arrest, detain, or charge with legal action",Top Egypt Prosecutor Refers Policeman Accused of Killing Cairo Driver to Trial,"(2016, 8, 3)",-5,30.0626,31.2497,2,Muhafazat al Qahirah,All Africa,1,Factiva,Egypt,Lawyer/Attorney (Egypt),"Legal,Social",40407108,Egypt,Police (Egypt),"Government,Police",2016
94,Cairo,Egypt,2016-02-22,NULL,2016-02-22,ICEWS24200464,"Cairo, Feb 22, 2016 (Aswat Masriya/All Africa Global Media via COMTEX) -- Egypt's highest prosecutor ordered putting a policeman accused of the high-profile killing of a civilian in the Cairo neighbourhood of al-Darb al-Ahmar on trial for murder charges, on Sunday.",Use conventional military force,Top Egypt Prosecutor Refers Policeman Accused of Killing Cairo Driver to Trial,"(2016, 8, 3)",-10,30.0626,31.2497,2,Muhafazat al Qahirah,All Africa,1,Factiva,Egypt,Police (Egypt),"Government,Police",40407108,Egypt,Egypt,NULL,2016
95,Doha,Qatar,2016-02-22,NULL,2016-02-22,ICEWS24200410,"'Crude oil prices and market stability will also be on the front burner when Buhari goes on to Doha on Saturday for talks on Sunday with the Emir of Qatar, Sheikh Tamim bin Hamad Al Thani.'",Make a visit,"Buhari On Week-Long Visit to Saudi Arabia, Qatar","(2016, 8, 3)",1.9,25.2793,51.5224,2,Baladiyat ad Dawhah,All Africa,5,Factiva,Nigeria,Muhammadu Buhari,"Far Right,International Ethnic,Elite,Muslim,Executive Office,(National) Minor Party,Executive,Parties,Center Left,International Religious,Ideological,(National) Major Party,Fulani / Fulbe,Government",40407131,Qatar,Qatar,NULL,2016
96,Doha,Qatar,2016-02-22,NULL,2016-02-22,ICEWS24200413,"'Crude oil prices and market stability will also be on the front burner when Buhari goes on to Doha on Saturday for talks on Sunday with the Emir of Qatar, Sheikh Tamim bin Hamad Al Thani.'",Host a visit,"Buhari On Week-Long Visit to Saudi Arabia, Qatar","(2016, 8, 3)",2.8,25.2793,51.5224,2,Baladiyat ad Dawhah,All Africa,5,Factiva,Qatar,Qatar,NULL,40407131,Nigeria,Muhammadu Buhari,"Far Right,International Ethnic,Elite,Muslim,Executive Office,(National) Minor Party,Executive,Parties,Center Left,International Religious,Ideological,(National) Major Party,Fulani / Fulbe,Government",2016
97,Riyadh,Saudi Arabia,2016-02-22,NULL,2016-02-22,ICEWS24200407,"Adesina said the president was also scheduled to meet with leading Saudi and Qatari businessmen in Riyadh and Doha, and invite them to support his administration's efforts to revamp the Nigerian economy by taking advantage of the great investment opportunities currently available in Nigeria's mining, agriculture, power supply, infrastructure, transportation, communications and other sectors.",Appeal for diplomatic cooperation (such as policy support),"Buhari On Week-Long Visit to Saudi Arabia, Qatar","(2016, 8, 3)",3.4,24.6877,46.7219,2,Mintaqat ar Riyad,All Africa,6,Factiva,Nigeria,Muhammadu Buhari,"Far Right,International Ethnic,Elite,Muslim,Executive Office,(National) Minor Party,Executive,Parties,Center Left,International Religious,Ideological,(National) Major Party,Fulani / Fulbe,Government",40407131,Qatar,Businessperson (Qatar),"Social,Business",2016
98,Riyadh,Saudi Arabia,2016-02-22,NULL,2016-02-22,ICEWS24200408,"Adesina said the president was also scheduled to meet with leading Saudi and Qatari businessmen in Riyadh and Doha, and invite them to support his administration's efforts to revamp the Nigerian economy by taking advantage of the great investment opportunities currently available in Nigeria's mining, agriculture, power supply, infrastructure, transportation, communications and other sectors.",Express intent to meet or negotiate,"Buhari On Week-Long Visit to Saudi Arabia, Qatar","(2016, 8, 3)",4,24.6877,46.7219,2,Mintaqat ar Riyad,All Africa,6,Factiva,Nigeria,Muhammadu Buhari,"Far Right,International Ethnic,Elite,Muslim,Executive Office,(National) Minor Party,Executive,Parties,Center Left,International Religious,Ideological,(National) Major Party,Fulani / Fulbe,Government",40407131,Saudi Arabia,Saudi Arabia,NULL,2016
99,Riyadh,Saudi Arabia,2016-02-22,NULL,2016-02-22,ICEWS24200409,"Adesina said the president was also scheduled to meet with leading Saudi and Qatari businessmen in Riyadh and Doha, and invite them to support his administration's efforts to revamp the Nigerian economy by taking advantage of the great investment opportunities currently available in Nigeria's mining, agriculture, power supply, infrastructure, transportation, communications and other sectors.",Express intent to meet or negotiate,"Buhari On Week-Long Visit to Saudi Arabia, Qatar","(2016, 8, 3)",4,24.6877,46.7219,2,Mintaqat ar Riyad,All Africa,6,Factiva,Nigeria,Muhammadu Buhari,"Far Right,International Ethnic,Elite,Muslim,Executive Office,(National) Minor Party,Executive,Parties,Center Left,International Religious,Ideological,(National) Major Party,Fulani / Fulbe,Government",40407131,Qatar,Businessperson (Qatar),"Social,Business",2016
100,Riyadh,Saudi Arabia,2016-02-22,NULL,2016-02-22,ICEWS24200411,"Adesina said the president was also scheduled to meet with leading Saudi and Qatari businessmen in Riyadh and Doha, and invite them to support his administration's efforts to revamp the Nigerian economy by taking advantage of the great investment opportunities currently available in Nigeria's mining, agriculture, power supply, infrastructure, transportation, communications and other sectors.",Meet at a 'third' location,"Buhari On Week-Long Visit to Saudi Arabia, Qatar","(2016, 8, 3)",2.5,24.6877,46.7219,2,Mintaqat ar Riyad,All Africa,6,Factiva,Saudi Arabia,Saudi Arabia,NULL,40407131,Nigeria,Muhammadu Buhari,"Far Right,International Ethnic,Elite,Muslim,Executive Office,(National) Minor Party,Executive,Parties,Center Left,International Religious,Ideological,(National) Major Party,Fulani / Fulbe,Government",2016
101,Riyadh,Saudi Arabia,2016-02-22,NULL,2016-02-22,ICEWS24200412,"Adesina said the president was also scheduled to meet with leading Saudi and Qatari businessmen in Riyadh and Doha, and invite them to support his administration's efforts to revamp the Nigerian economy by taking advantage of the great investment opportunities currently available in Nigeria's mining, agriculture, power supply, infrastructure, transportation, communications and other sectors.",Meet at a 'third' location,"Buhari On Week-Long Visit to Saudi Arabia, Qatar","(2016, 8, 3)",2.5,24.6877,46.7219,2,Mintaqat ar Riyad,All Africa,6,Factiva,Qatar,Businessperson (Qatar),"Social,Business",40407131,Nigeria,Muhammadu Buhari,"Far Right,International Ethnic,Elite,Muslim,Executive Office,(National) Minor Party,Executive,Parties,Center Left,International Religious,Ideological,(National) Major Party,Fulani / Fulbe,Government",2016
132,Riyadh,Saudi Arabia,2016-02-22,NULL,2016-02-22,ICEWS24200780,"Sunni Muslim Saudi Arabia is concerned by the growing regional clout of Shi'ite Iran, which has just emerged from years of international economic sanctions following an international deal over its nuclear program.",Make pessimistic comment,Saudi Arabia says war games will boost military ties with Muslim allies,"(2016, 8, 3)",-0.4,24.6877,46.7219,2,Mintaqat ar Riyad,Reuters News,5,Factiva,Saudi Arabia,Saudi Arabia,NULL,40407497,Iran,Iran,NULL,2016
133,Riyadh,Saudi Arabia,2016-02-22,NULL,2016-02-22,ICEWS24200781,"Riyadh, which is contributing the bulk of the troops in the war games, is also worried by the reduced regional role of its key ally, the United States and is seeking to build alternative military alliances as a counterweight to Iran.",Make pessimistic comment,Saudi Arabia says war games will boost military ties with Muslim allies,"(2016, 8, 3)",-0.4,24.6877,46.7219,2,Mintaqat ar Riyad,Reuters News,6,Factiva,Saudi Arabia,Saudi Arabia,NULL,40407497,United States,United States,NULL,2016
134,Cairo,Egypt,2016-02-22,NULL,2016-02-22,ICEWS24200914,"The Egyptian Prime Minister has appreciated firmness of the Sudanese - Egyptian relations, asserting keenness of the Egyptian government to consolidate its cooperation with Sudan, especially in the agricultural and animal resources fields.",Make statement,Minister of Investment Meets With Egyptian Prime Minister,"(2016, 8, 3)",0,30.0626,31.2497,2,Muhafazat al Qahirah,All Africa,4,Factiva,Egypt,Head of Government (Egypt),"Executive,Government,Executive Office",40407617,Egypt,Government (Egypt),Government,2016
135,Homs,Syria,2016-02-22,NULL,2016-02-22,ICEWS24200739,"The Islamic State, or IS, on Sunday claimed responsibility for the six bomb attacks in Homs and Damascus.",Acknowledge or claim responsibility,Activists raise death toll for attacks in Damascus and Homs to 184,"(2016, 8, 3)",0,34.7268,36.7234,2,Muhafazat Hims,EFE News Service,6,Factiva,Iraq,Islamic State of Iraq and the Levant,"Insurgents,Fundamentalist,Dissident,Ideological,Sunni,Muslim,International Religious",40407654,Syria,Syria,NULL,2016
136,Homs,Syria,2016-02-22,NULL,2016-02-22,ICEWS24200740,"The Islamic State, or IS, on Sunday claimed responsibility for the six bomb attacks in Homs and Damascus.",Use conventional military force,Activists raise death toll for attacks in Damascus and Homs to 184,"(2016, 8, 3)",-10,34.7268,36.7234,2,Muhafazat Hims,EFE News Service,6,Factiva,Iraq,Islamic State of Iraq and the Levant,"Insurgents,Fundamentalist,Dissident,Ideological,Sunni,Muslim,International Religious",40407654,Syria,Syria,NULL,2016
