,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
3,Baghdad,Iraq,2017-01-26,NULL,2017-01-26,ICEWS25421541,"Sadr, who has a long history of inflammatory statements against the US, in a statement on Tuesday called the potential embassy move a 'declaration of war on Islam' and threatened the US Embassy in Baghdad.",Threaten,"Iraqi Shi'a cleric Sadr condemns Trump, calls for new force to 'liberate' Jerusalem","(2017, 4, 3)",-4.4,33.3406,44.4009,1,Muhafazat Baghdad,The Jerusalem Post,2,Factiva,Iraq,Muqtada Al-Sadr,"Shia,Ideological,Dissident,Fundamentalist,International Religious,Parties,(National) Minor Party,Radicals / Extremists / Fundamentalists",43358501,United States,Foreign Affairs (United States),"Government,Foreign Ministry,Executive",2017
6,NULL,Egypt,2017-01-27,NULL,2017-01-27,ICEWS25421721,"The day after speaking with Netanyahu, he held a conversation with Egyptian President Abdel Fattah al-Sisi, and the next day he spoke with India's Prime Minister Narendra Modi.",Consult,The Trump era begins,"(2017, 4, 3)",1,30.0626,31.2497,1,NULL,The Jerusalem Post,3,Factiva,Israel,Benjamin Netanyahu,"Parties,(National) Major Party,Elite,International Ethnic,Foreign Ministry,Jews,Center Right,Executive Office,Government,Ideological,Executive",43358472,Egypt,Abdel Fattah Al-Sisi,"Government,Sunni,International Religious,Elite,Executive,Executive Office",2017
7,NULL,Egypt,2017-01-27,NULL,2017-01-27,ICEWS25421727,"The day after speaking with Netanyahu, he held a conversation with Egyptian President Abdel Fattah al-Sisi, and the next day he spoke with India's Prime Minister Narendra Modi.",Consult,The Trump era begins,"(2017, 4, 3)",1,30.0626,31.2497,1,NULL,The Jerusalem Post,3,Factiva,Egypt,Abdel Fattah Al-Sisi,"Government,Sunni,International Religious,Elite,Executive,Executive Office",43358472,Israel,Benjamin Netanyahu,"Parties,(National) Major Party,Elite,International Ethnic,Foreign Ministry,Jews,Center Right,Executive Office,Government,Ideological,Executive",2017
23,Baghdad,Iraq,2017-01-30,NULL,2017-01-30,ICEWS25416304,"BAGHDAD, Jan 30 (Reuters) - Iraq's parliament approved the appointment on Monday of a new defense minister, Erfan al-Hiyali, and a new interior minister, Qasim al-Araji, state TV said.",Praise or endorse,"Iraq parliament approves new defense, interior ministers, state TV says","(2017, 5, 3)",3.4,33.3406,44.4009,1,Muhafazat Baghdad,Reuters News,1,Factiva,Iraq,Legislature (Iraq),"Legislative / Parliamentary,Government",43346152,Iraq,Defense / Security Ministry (Iraq),"Defense / Security Ministry,Executive,Government",2017
24,Baghdad,Iraq,2017-01-30,NULL,2017-01-30,ICEWS25416305,"BAGHDAD, Jan 30 (Reuters) - Iraq's parliament approved the appointment on Monday of a new defense minister, Erfan al-Hiyali, and a new interior minister, Qasim al-Araji, state TV said.",Praise or endorse,"Iraq parliament approves new defense, interior ministers, state TV says","(2017, 5, 3)",3.4,33.3406,44.4009,1,Muhafazat Baghdad,Reuters News,1,Factiva,Iraq,Legislature (Iraq),"Legislative / Parliamentary,Government",43346152,Iraq,Domestic Affairs (Iraq),"Interior / Home Ministry,Executive,Government",2017
35,NULL,Syria,2017-01-30,NULL,2017-01-30,ICEWS25416470,"The minister 'stressed the country was ready to receive them and grant them a dignified life', the agency reported, as Muallem met UN refugee agency chief Filippo Grandi.",Consult,Syrian FM calls on refugees to return home,"(2017, 5, 3)",1,33.5102,36.2913,1,NULL,Agence France-Presse,3,Factiva,Syria,Walid Muallem,"Government,Executive Office,Elite,Executive,Foreign Ministry",43346653,NULL,United Nations,"Global Diplomatic IGOs,Global,International Government Organization",2017
36,NULL,Syria,2017-01-30,NULL,2017-01-30,ICEWS25416471,"The minister 'stressed the country was ready to receive them and grant them a dignified life', the agency reported, as Muallem met UN refugee agency chief Filippo Grandi.",Consult,Syrian FM calls on refugees to return home,"(2017, 5, 3)",1,33.5102,36.2913,1,NULL,Agence France-Presse,3,Factiva,NULL,United Nations,"Global Diplomatic IGOs,Global,International Government Organization",43346653,Syria,Walid Muallem,"Government,Executive Office,Elite,Executive,Foreign Ministry",2017
37,NULL,Jordan,2017-01-30,NULL,2017-01-30,ICEWS25416536,"Jordanian Prince and UN official, Zeid bin Ra'ad Zeid al-Hussein, said Donald Trump's new immigration policy was illegal, evil and a waste of resources in the fight against terror.",Make statement,"UN: Trump's visa ban is illegal, evil, a waste of counter terror resources","(2017, 5, 3)",0,31.9552,35.945,1,NULL,EFE News Service,4,Factiva,NULL,United Nations,"Global Diplomatic IGOs,Global,International Government Organization",43346695,United States,Donald Trump,"Executive,Government,Executive Office",2017
38,NULL,Jordan,2017-01-30,NULL,2017-01-30,ICEWS25416493,"Jordanian Prince and UN official, Zeid bin Ra'ad Zeid al-Hussein, said Donald Trump's new immigration policy was illegal, mean-spirited and a waste of resources in the fight against terror.",Make statement,"UN: Trump's visa ban is illegal, mean, a waste of counter terror resources","(2017, 5, 3)",0,31.9552,35.945,1,NULL,EFE News Service,5,Factiva,NULL,United Nations,"Global Diplomatic IGOs,Global,International Government Organization",43346697,United States,Donald Trump,"Executive,Government,Executive Office",2017
39,Baghdad,Iraq,2017-01-30,NULL,2017-01-30,ICEWS25416504,"BAGHDAD, January 30 (Sputnik) - Baghdad calls on Washington to revise upsetting, 'erroneous' decision to suspend entry to the United States for the nationals of several countries, including Iraq, the country's Foreign Ministry said Monday in a statement obtained by Sputnik.",Make an appeal or request,Baghdad Calls on Washington to Review Ban on Entry for Iraqi Nationals - Foreign Ministry,"(2017, 5, 3)",3,33.3406,44.4009,1,Muhafazat Baghdad,Unknown,1,Factiva,Iraq,Iraq,NULL,43346702,United States,United States,NULL,2017
