,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
3,Mosul,Iraq,2017-03-08,NULL,2017-03-08,ICEWS27407849,"Lt. Gen. Raed Shakir Jawdat, the chief of the federal police, said that security forces had also retaken a government compound.",Make statement,"In Fierce Fight, Iraqi Forces Enter Western Mosul","(2017, 10, 3)",0,36.335,43.1189,3,Muhafazat Ninawa,The New York Times,6,Factiva,Iraq,High Ranking Military Personnel (Iraq),"Government,Military",43836946,Iraq,Military Personnel - Special (Iraq),"Government,Military",2017
6,Qunaytira,Syria,2017-03-22,NULL,2017-03-22,ICEWS27406856,"Hezbollah said that the Syrian military shot down an Israeli drone above Quneitra, in the Syrian-occupied part of the Golan Heights, according to a report by Hezbollah-affiliated TV network Al-Manar.",Make statement,News in brief,"(2017, 12, 3)",0,33.1259,35.8246,3,Muhafazat al Qunaytirah,The Jerusalem Post,3,Factiva,Lebanon,Hezbollah,"International Religious,Social,Parties,(National) Minor Party,Ideological,Dissident,Organized Violent,Shia,National Religious,Far Left",43834575,Syria,Military (Syria),"Government,Military",2017
7,Qunaytira,Syria,2017-03-22,NULL,2017-03-22,ICEWS27406857,"Hezbollah said that the Syrian military shot down an Israeli drone above Quneitra, in the Syrian-occupied part of the Golan Heights, according to a report by Hezbollah-affiliated TV network Al-Manar.",fight with artillery and tanks,News in brief,"(2017, 12, 3)",-10,33.1259,35.8246,3,Muhafazat al Qunaytirah,The Jerusalem Post,3,Factiva,Syria,Military (Syria),"Government,Military",43834575,Israel,Israel,NULL,2017
8,Tadmur,Syria,2017-03-22,NULL,2017-03-22,ICEWS27406840,"He explained that Israel would continue to act against arms shipments to Hezbollah as it did on Friday, when the IAF struck an arms convoy near the city of Palmyra.",Make statement,PM: We will continue to operate in Syria. Netanyahu dismisses reports that Russia asked Israel to stop sorties,"(2017, 12, 3)",0,34.5608,38.2805,3,Muhafazat Hims,The Jerusalem Post,6,Factiva,Israel,Benjamin Netanyahu,"Government,International Ethnic,Executive Office,(National) Major Party,Executive,Foreign Ministry,Parties,Jews,Elite,Center Right,Ideological",43834586,Israel,Israel,NULL,2017
27,Amman,Jordan,2017-03-26,NULL,2017-03-26,ICEWS27422254,"March 26 (Interfax) - The Palestinian leader Mahmoud Abbas is planning to discuss the Israeli-Palestinian peace process and results of the Arab League summit in Amman with Russian leaders during his visit to Moscow on May 11, Palestinian Ambassador to Russia Abdel Hafiz Nofal told Interfax.",Express intent to meet or negotiate,Abbas hopes to discuss Israeli-Palestinian peace process in Moscow in May,"(2017, 12, 3)",4,31.9552,35.945,3,Muhafazat `Amman,Interfax News Service,2,Factiva,NULL,Arab League,"International Government Organization,Regional,Regional Diplomatic IGOs",43874404,Jordan,Jordan,NULL,2017
28,Amman,Jordan,2017-03-26,NULL,2017-03-26,ICEWS27422256,"There are three reasons for the visit: first of all, it is necessary to discuss the results of the Arab League summit in Amman, which will be held this month.",Make a visit,Abbas hopes to discuss Israeli-Palestinian peace process in Moscow in May,"(2017, 12, 3)",1.9,31.9552,35.945,3,Muhafazat `Amman,Interfax News Service,4,Factiva,NULL,Arab League,"International Government Organization,Regional,Regional Diplomatic IGOs",43874404,Jordan,Jordan,NULL,2017
29,Amman,Jordan,2017-03-26,NULL,2017-03-26,ICEWS27422258,"There are three reasons for the visit: first of all, it is necessary to discuss the results of the Arab League summit in Amman, which will be held this month.",Host a visit,Abbas hopes to discuss Israeli-Palestinian peace process in Moscow in May,"(2017, 12, 3)",2.8,31.9552,35.945,3,Muhafazat `Amman,Interfax News Service,4,Factiva,Jordan,Jordan,NULL,43874404,NULL,Arab League,"International Government Organization,Regional,Regional Diplomatic IGOs",2017
32,Riyadh,Saudi Arabia,2017-03-26,NULL,2017-03-26,ICEWS27427997,The significance of the Saudi monarch's meetings with Chinese President Xi Jinping and other top officials goes well beyond the hefty $65 billion of economic and trade deals signed between Riyadh and Beijing.,Sign formal agreement,Sino-Saudi alignment in Yemen and escalating conflict,"(2017, 12, 3)",8,24.6877,46.7219,3,Mintaqat ar Riyad,The Jerusalem Post,2,Factiva,Saudi Arabia,Saudi Arabia,NULL,43889287,China,China,NULL,2017
33,Riyadh,Saudi Arabia,2017-03-26,NULL,2017-03-26,ICEWS27428000,The significance of the Saudi monarch's meetings with Chinese President Xi Jinping and other top officials goes well beyond the hefty $65 billion of economic and trade deals signed between Riyadh and Beijing.,Consult,Sino-Saudi alignment in Yemen and escalating conflict,"(2017, 12, 3)",1,24.6877,46.7219,3,Mintaqat ar Riyad,The Jerusalem Post,2,Factiva,Saudi Arabia,Royal Administration (Saudi Arabia),Government,43889287,China,Xi Jinping,"Executive,Government,Executive Office,Government Major Party (In Government),Parties,(National) Major Party,Military,Unicameral,Legislative / Parliamentary,Elite",2017
34,NULL,Syria,2017-03-26,NULL,2017-03-26,ICEWS27428002,"Similarly concerned with UNHRC bias, the US traditionally has been the only country to consistently vote against all UNHRC resolutions that involve the Israeli-Palestinian conflict and the Golan Heights.",Criticize or denounce,Britain blasts anti-Israel bias in UNHRC. London's envoy vows to boycott resolutions against Jewish state,"(2017, 12, 3)",-2,32.9049,35.8073,3,Golan Heights,The Jerusalem Post,6,Factiva,United States,United States,NULL,43889298,NULL,United Nations Human Rights Council,"International Government Organization,Global,Global Human Rights IGOs,Global Diplomatic IGOs",2017
35,NULL,Syria,2017-03-26,NULL,2017-03-26,ICEWS27428004,"Similarly concerned with UNHRC bias, the US traditionally has been the only country to consistently vote against all UNHRC resolutions that involve the Israeli-Palestinian conflict and the Golan Heights.",Make pessimistic comment,Britain blasts anti-Israel bias in UNHRC. London's envoy vows to boycott resolutions against Jewish state,"(2017, 12, 3)",-0.4,32.9049,35.8073,3,Golan Heights,The Jerusalem Post,6,Factiva,United States,United States,NULL,43889298,NULL,United Nations Human Rights Council,"International Government Organization,Global,Global Human Rights IGOs,Global Diplomatic IGOs",2017
