,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
7,Cairo,Egypt,2017-10-11,NULL,2017-10-11,ICEWS28155216,"An Israeli delegation arrived in a private plane at Cairo's international airport Tuesday to meet with Egyptian officials, according to a Palestinian news agency that cited an Egyptian security source.",Make a visit,"Israeli delegation reportedly in Cairo as Fatah, Hamas hold unity talks","(2017, 41, 3)",1.9,30.0626,31.2497,10,Muhafazat al Qahirah,The Jerusalem Post,1,Factiva,Israel,Israel,NULL,45633932,Egypt,Egypt,NULL,2017
8,Cairo,Egypt,2017-10-11,NULL,2017-10-11,ICEWS28155217,"An Israeli delegation arrived in a private plane at Cairo's international airport Tuesday to meet with Egyptian officials, according to a Palestinian news agency that cited an Egyptian security source.",Host a visit,"Israeli delegation reportedly in Cairo as Fatah, Hamas hold unity talks","(2017, 41, 3)",2.8,30.0626,31.2497,10,Muhafazat al Qahirah,The Jerusalem Post,1,Factiva,Egypt,Egypt,NULL,45633932,Israel,Israel,NULL,2017
22,NULL,Saudi Arabia,2017-10-13,NULL,2017-10-13,ICEWS28155116,He was also holding arms talks with Saudi Arabia.,Engage in negotiation,Decertifying a bad but quiet deal,"(2017, 41, 3)",7,24.6877,46.7219,10,NULL,The Jerusalem Post,4,Factiva,United States,Defense / Security Ministry (United States),"Executive,Defense / Security Ministry,Government",45633799,Saudi Arabia,Saudi Arabia,NULL,2017
23,NULL,Saudi Arabia,2017-10-13,NULL,2017-10-13,ICEWS28155118,He was also holding arms talks with Saudi Arabia.,Engage in negotiation,Decertifying a bad but quiet deal,"(2017, 41, 3)",7,24.6877,46.7219,10,NULL,The Jerusalem Post,4,Factiva,Saudi Arabia,Saudi Arabia,NULL,45633799,United States,Defense / Security Ministry (United States),"Executive,Defense / Security Ministry,Government",2017
24,NULL,Syria,2017-10-13,NULL,2017-10-13,ICEWS28155183,"While Israel has largely stayed out of the civil war, the IDF has been working with international organizations and donors to transfer aid and provide medical care to thousands of Syrians living in villages close to the border.",Engage in diplomatic cooperation,US doctor on Golan wounded by gunfire. Volunteer was treating wounded Syrians in a field hospital as part of Operation Good Neighbor,"(2017, 41, 3)",3.5,32.9049,35.8073,10,Golan Heights,The Jerusalem Post,4,Factiva,Israel,Israeli Defense Forces,"Military,Government",45633920,NULL,International Government Organizations,International Government Organization,2017
25,Cairo,Egypt,2017-10-13,NULL,2017-10-13,ICEWS28155446,The rival parties' agreement on Thursday came after senior Hamas and Fatah delegations met in Cairo for two days.,Consult,PA Gaza takeover set for Dec. 1,"(2017, 41, 3)",1,30.0626,31.2497,10,Muhafazat al Qahirah,The Jerusalem Post,4,Factiva,Occupied Palestinian Territory,Hamas,"Parties,(National) Major Party,Dissident,Muslim,Nongovernmental Organization (International),International Religious",45633926,Occupied Palestinian Territory,Fatah,"Center Left,Parties,Dissident,Ideological,(National) Major Party",2017
26,Cairo,Egypt,2017-10-13,NULL,2017-10-13,ICEWS28155447,The rival parties' agreement on Thursday came after senior Hamas and Fatah delegations met in Cairo for two days.,Consult,PA Gaza takeover set for Dec. 1,"(2017, 41, 3)",1,30.0626,31.2497,10,Muhafazat al Qahirah,The Jerusalem Post,4,Factiva,Occupied Palestinian Territory,Fatah,"Center Left,Parties,Dissident,Ideological,(National) Major Party",45633926,Occupied Palestinian Territory,Hamas,"Parties,(National) Major Party,Dissident,Muslim,Nongovernmental Organization (International),International Religious",2017
51,Kirkuk,Iraq,2017-10-15,NULL,2017-10-15,ICEWS28134111,They raised the Iraqi flag over the provincial council's headquarters in Kirkuk and took control of the governor's building.,Occupy territory,Iraqi forces enter Kurdish-controlled Kirkuk,"(2017, 41, 3)",-9.5,35.4681,44.3922,10,Muhafazat Kirkuk,Deutsche Welle,4,Factiva,Iraq,Military (Iraq),"Government,Military",45581343,Iraq,Iraq,NULL,2017
60,NULL,Iraq,2017-10-15,NULL,2017-10-15,ICEWS28155487,"It is thus ironic to note that the leaders of Shiite Iraq and Sunni Turkey warned Kurdish leader Masoud Barzani, president of Iraq's autonomous Kurdish region in Northern Iraq, against holding last month's referendum on Kurdish independence.",Threaten,A Kurdish state is inevitable,"(2017, 41, 3)",-4.4,37,43.25,10,NULL,The Jerusalem Post,2,Factiva,Turkey,Turkey,NULL,45633782,Iraq,Massoud Barzani,"International Religious,Parties,Kurd (Ethnic Group),Nationalist,Local,Government,Provincial,Sunni,Ideological,International Ethnic,(National) Minor Party",2017
61,Cairo,Egypt,2017-10-15,NULL,2017-10-15,ICEWS28155289,"Israel must immediately terminate its relations with the Palestinian Authority due to the deal it signed with Hamas in Cairo, Bayit Yehudi chairman Naftali Bennett said on Saturday night.",Sign formal agreement,Bennett calls on PM to cut ties with PA. Liberman accuses Bayit Yehudi leader of putting politics over national security,"(2017, 41, 3)",8,30.0626,31.2497,10,Muhafazat al Qahirah,The Jerusalem Post,1,Factiva,Israel,Israel,NULL,45633794,Occupied Palestinian Territory,Hamas,"Parties,(National) Major Party,Dissident,Muslim,Nongovernmental Organization (International),International Religious",2017
