,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
1,Damascus,Syria,2017-10-20,NULL,2017-10-20,ICEWS28214097,"'In Syria, the civilian death toll has risen to its highest level in four years, as regime forces continue bombarding populated areas in the outskirts of Damascus and Russian forces target the very safe zones they have vowed to protect.",Use conventional military force,Voices From The Arab Press,"(2017, 42, 3)",-10,33.5102,36.2913,10,Dimashq,The Jerusalem Post,5,Factiva,Syria,Military (Syria),"Government,Military",45771198,Syria,Syria,NULL,2017
3,Kirkuk,Iraq,2017-10-28,NULL,2017-10-28,ICEWS28207656,"A Kurdish spokesman earlier said the two sides reached an agreement on Friday to stop fighting which broke out on Oct. 16, after Iraqi forces seized the oil-city of Kirkuk.",Confiscate property,Iraq orders truce with Kurds to allow calm border deployments; Iraq orders truce with Kurds,"(2017, 43, 3)",-9.2,35.4681,44.3922,10,Muhafazat Kirkuk,Unknown,2,Factiva,Iraq,Military (Iraq),"Military,Government",45759296,Iraq,Iraq,NULL,2017
4,Beirut,Lebanon,2017-10-28,NULL,2017-10-28,ICEWS28207757,Beirut -- BEIRUT: Prime Minister Saad Hariri discussed bilateral relations with Norwegian ambassador Leen Lind Friday according to a statement from Hariri’s press office.,Engage in negotiation,Hariri discusses bilateral relations with Norway; Hariri discusses bilateral relations with Norway,"(2017, 43, 3)",7,33.8889,35.4944,10,Beyrouth,Unknown,1,Factiva,Lebanon,Saad Hariri,"Elite,(National) Minor Party,International Religious,Government,Parties,Ideological,Executive,Center Right,Executive Office,Sunni",45759299,Norway,Foreign Affairs (Norway),"Executive,Foreign Ministry,Government",2017
5,Beirut,Lebanon,2017-10-28,NULL,2017-10-28,ICEWS28207758,Beirut -- BEIRUT: Prime Minister Saad Hariri discussed bilateral relations with Norwegian ambassador Leen Lind Friday according to a statement from Hariri’s press office.,Engage in negotiation,Hariri discusses bilateral relations with Norway; Hariri discusses bilateral relations with Norway,"(2017, 43, 3)",7,33.8889,35.4944,10,Beyrouth,Unknown,1,Factiva,Norway,Foreign Affairs (Norway),"Executive,Foreign Ministry,Government",45759299,Lebanon,Saad Hariri,"Elite,(National) Minor Party,International Religious,Government,Parties,Ideological,Executive,Center Right,Executive Office,Sunni",2017
6,Beirut,Lebanon,2017-10-28,NULL,2017-10-28,ICEWS28207731,Khalil insisted that the Finance Ministry was hammering out the 2018 draft budget which would be discussed by the government and Parliament for approval.,Express intent to meet or negotiate,"Cut interest rates, rein in EDL deficit: Khalil; Khalil calls for cutting EDL deficit and rates","(2017, 43, 3)",4,33.8889,35.4944,10,Beyrouth,Unknown,4,Factiva,Lebanon,Government (Lebanon),Government,45759303,Lebanon,Legislature (Lebanon),"Government,Legislative / Parliamentary",2017
7,Beirut,Lebanon,2017-10-28,NULL,2017-10-28,ICEWS28207732,Khalil insisted that the Finance Ministry was hammering out the 2018 draft budget which would be discussed by the government and Parliament for approval.,Express intent to meet or negotiate,"Cut interest rates, rein in EDL deficit: Khalil; Khalil calls for cutting EDL deficit and rates","(2017, 43, 3)",4,33.8889,35.4944,10,Beyrouth,Unknown,4,Factiva,Lebanon,Legislature (Lebanon),"Government,Legislative / Parliamentary",45759303,Lebanon,Government (Lebanon),Government,2017
9,Riyadh,Saudi Arabia,2017-11-01,NULL,2017-11-01,ICEWS28203414,"Iraqi Prime Minister Haider al-Abadi smiled as he met King Salman of Saudi Arabia on October 22. Brett McGurk, the US special presidential envoy for the Global Coalition to Defeat ISIS was in Riyadh as well with US secretary of state Rex Tillerson.",Consult,US pushes Saudi-Iraqi alliance to stem Iranian expansion,"(2017, 44, 3)",1,24.6877,46.7219,11,Mintaqat ar Riyad,The Jerusalem Post,1,Factiva,Iraq,Haider Al-Abadi,"Legislative / Parliamentary,Lower House,Shia,Muslim,Government,Parties,(National) Major Party,International Religious,Executive,Ideological,Executive Office,Fundamentalist",45750224,Saudi Arabia,Salman bin Abdulaziz al-Saud,"Elite,Executive Office,Executive,Government",2017
10,Riyadh,Saudi Arabia,2017-11-01,NULL,2017-11-01,ICEWS28203415,"Iraqi Prime Minister Haider al-Abadi smiled as he met King Salman of Saudi Arabia on October 22. Brett McGurk, the US special presidential envoy for the Global Coalition to Defeat ISIS was in Riyadh as well with US secretary of state Rex Tillerson.",Consult,US pushes Saudi-Iraqi alliance to stem Iranian expansion,"(2017, 44, 3)",1,24.6877,46.7219,11,Mintaqat ar Riyad,The Jerusalem Post,1,Factiva,Saudi Arabia,Salman bin Abdulaziz al-Saud,"Elite,Executive Office,Executive,Government",45750224,Iraq,Haider Al-Abadi,"Legislative / Parliamentary,Lower House,Shia,Muslim,Government,Parties,(National) Major Party,International Religious,Executive,Ideological,Executive Office,Fundamentalist",2017
14,Aleppo,Syria,2017-11-01,NULL,2017-11-01,ICEWS28208724,"'The Russian Centre for reconciliation of opposing sides coordinates with provincial authorities of the Syrian Arab Republic to return refugees back to their homes left at the outbreak of the war,' the center said.",Engage in diplomatic cooperation,55 Syrian refugees return home in past 24 hours - Russian reconciliation center,"(2017, 44, 3)",3.5,36.2012,37.1612,11,Muhafazat Halab,Unknown,2,Factiva,Russian Federation,Russia,NULL,45760917,Syria,Other Authorities / Officials (Syria),Government,2017
15,Aleppo,Syria,2017-11-01,NULL,2017-11-01,ICEWS28208725,"According to the center, Russia continues providing humanitarian aid to Syrian people, both inside and outside the de-escalation zones.",Provide humanitarian aid,55 Syrian refugees return home in past 24 hours - Russian reconciliation center,"(2017, 44, 3)",7.4,36.2012,37.1612,11,Muhafazat Halab,Unknown,5,Factiva,Russian Federation,Russia,NULL,45760917,Syria,Citizen (Syria),"General Population / Civilian / Social,Social",2017
16,NULL,Saudi Arabia,2017-11-01,NULL,2017-11-01,ICEWS28208462,"Russian President Vladimir Putin is not planning to visit Saudi Arabia after his visit to Iran, Kremlin Spokesman Dmitry Peskov told TASS on Wednesday.","Reject proposal to meet, discuss, or negotiate",Putin has no plans to visit Saudi Arabia after visit to Iran - Kremlin,"(2017, 44, 3)",-5,24.6877,46.7219,11,NULL,Unknown,1,Factiva,Russian Federation,Vladimir Putin,"Executive Office,Executive,Government,(National) Major Party,Parties,Ideological,Center Right,Elite",45761005,Saudi Arabia,Saudi Arabia,NULL,2017
17,NULL,Saudi Arabia,2017-11-01,NULL,2017-11-01,ICEWS28208458,"That is not the case,' Peskov answered to a TASS question about media reports that Putin was allegedly planning to visit Saudi Arabia in the near future.",Express intent to meet or negotiate,Putin has no plans to visit Saudi Arabia after visit to Iran - Kremlin,"(2017, 44, 3)",4,24.6877,46.7219,11,NULL,Unknown,3,Factiva,Russian Federation,Vladimir Putin,"Executive Office,Executive,Government,(National) Major Party,Parties,Ideological,Center Right,Elite",45761005,Saudi Arabia,Saudi Arabia,NULL,2017
21,Hisya,Syria,2017-11-02,NULL,2017-11-02,ICEWS28207991,Some reports said that the Syrian Army launched surface-to-air missiles against the Israeli jets from the 72nd Division base but did not hit them.,fight with artillery and tanks,Reports: IAF strikes in Syria,"(2017, 44, 3)",-10,34.411,36.7588,11,Muhafazat Hims,The Jerusalem Post,2,Factiva,Syria,Military (Syria),"Government,Military",45759661,Israel,Israel,NULL,2017
22,NULL,Lebanon,2017-11-02,NULL,2017-11-02,ICEWS28208545,"Israeli aircraft have carried out an attack on targets in Syria from Lebanon's airspace, a Lebanese security service source told Sputnik on Wednesday.",Employ aerial weapons,Israeli F-15Israel carries out airstrike against Syrian targets from Lebanon's airspace,"(2017, 44, 3)",-10,33.6667,35.8333,11,Mohafazat Beqaa,Unknown,1,Factiva,Israel,Israel,NULL,45760393,Syria,Syria,NULL,2017
